BTCUSDT,ETHUSDT,date
33464.98,2109.17,2021-07-24
33423.77,2111.55,2021-07-24
33492.6,2117.38,2021-07-24
33551.5,2120.16,2021-07-24
33474.11,2113.69,2021-07-24
33529.41,2114.47,2021-07-24
33649.94,2120.59,2021-07-24
33627.37,2118.5,2021-07-24
33559.56,2112.01,2021-07-24
33595.77,2111.77,2021-07-24
33554.46,2110.4,2021-07-24
33559.01,2111.34,2021-07-24
33520.48,2107.91,2021-07-24
33521.61,2106.45,2021-07-24
33566.67,2114.76,2021-07-24
33499.99,2110.0,2021-07-24
33473.18,2108.75,2021-07-24
33484.99,2113.0,2021-07-24
33469.34,2110.91,2021-07-24
33496.12,2114.6,2021-07-24
33555.45,2118.02,2021-07-24
33618.21,2123.38,2021-07-24
33602.92,2121.24,2021-07-24
33607.8,2119.07,2021-07-24
33630.39,2119.81,2021-07-24
33693.89,2123.73,2021-07-24
33650.01,2120.33,2021-07-24
33741.73,2124.49,2021-07-24
33675.9,2124.0,2021-07-24
33641.67,2119.99,2021-07-24
33642.01,2118.77,2021-07-24
33653.31,2117.46,2021-07-24
33674.08,2118.45,2021-07-24
33650.91,2118.95,2021-07-24
33669.19,2120.86,2021-07-24
33598.67,2118.26,2021-07-24
33579.61,2115.26,2021-07-24
33573.03,2114.31,2021-07-24
33564.74,2113.64,2021-07-24
33531.45,2112.06,2021-07-24
33565.85,2114.6,2021-07-24
33570.44,2116.68,2021-07-24
33604.23,2118.61,2021-07-24
33547.7,2112.73,2021-07-24
33589.88,2117.36,2021-07-24
33641.64,2123.34,2021-07-24
33669.98,2138.61,2021-07-24
33714.0,2140.74,2021-07-24
33662.62,2134.53,2021-07-24
33681.3,2137.95,2021-07-24
33672.3,2132.54,2021-07-24
33623.46,2126.51,2021-07-24
33674.99,2129.2,2021-07-24
33686.98,2131.52,2021-07-24
33737.0,2133.05,2021-07-24
33758.6,2133.6,2021-07-24
33748.23,2136.59,2021-07-24
33697.93,2129.74,2021-07-24
33687.58,2130.15,2021-07-24
33616.66,2126.38,2021-07-24
33596.48,2123.67,2021-07-24
33624.99,2127.0,2021-07-24
33612.61,2126.5,2021-07-24
33610.36,2126.28,2021-07-24
33659.0,2130.76,2021-07-24
33653.27,2126.81,2021-07-24
33674.59,2126.9,2021-07-24
33684.36,2126.5,2021-07-24
33730.28,2134.41,2021-07-24
33752.99,2135.64,2021-07-24
33746.69,2132.63,2021-07-24
33722.75,2131.5,2021-07-24
33781.03,2134.99,2021-07-24
33764.12,2134.27,2021-07-24
33720.3,2132.22,2021-07-24
33740.74,2133.2,2021-07-24
33887.99,2141.17,2021-07-24
33769.99,2135.97,2021-07-24
33804.34,2139.07,2021-07-24
33850.01,2142.03,2021-07-24
33877.36,2140.66,2021-07-24
33861.84,2140.75,2021-07-24
33884.56,2141.41,2021-07-24
33889.09,2139.89,2021-07-24
33866.52,2139.45,2021-07-24
33871.3,2138.5,2021-07-24
33790.86,2131.37,2021-07-24
33795.94,2131.62,2021-07-24
33816.46,2134.27,2021-07-24
33752.59,2126.36,2021-07-24
33775.78,2128.45,2021-07-24
33762.19,2127.69,2021-07-24
33818.15,2133.5,2021-07-24
33814.84,2132.83,2021-07-24
33806.5,2132.3,2021-07-24
33756.98,2126.62,2021-07-24
33689.04,2124.28,2021-07-24
33620.0,2117.58,2021-07-24
33684.88,2122.91,2021-07-24
33709.94,2126.17,2021-07-24
33706.03,2123.73,2021-07-24
33722.68,2125.67,2021-07-24
33672.65,2122.4,2021-07-24
33598.65,2118.87,2021-07-24
33615.73,2120.0,2021-07-24
33602.1,2119.95,2021-07-24
33611.98,2120.35,2021-07-24
33657.93,2124.48,2021-07-24
33674.65,2126.83,2021-07-24
33650.01,2124.79,2021-07-24
33633.73,2124.79,2021-07-24
33648.05,2124.94,2021-07-24
33662.49,2126.43,2021-07-24
33743.99,2133.43,2021-07-24
33743.11,2134.72,2021-07-24
33800.8,2136.97,2021-07-24
33814.98,2137.49,2021-07-24
33837.28,2140.97,2021-07-24
33833.63,2140.95,2021-07-24
33810.01,2137.84,2021-07-24
33789.07,2136.43,2021-07-24
33760.81,2132.95,2021-07-24
33837.64,2136.41,2021-07-24
33806.05,2137.35,2021-07-24
33841.48,2145.12,2021-07-24
33872.92,2150.43,2021-07-24
33903.37,2155.7,2021-07-24
33922.02,2156.91,2021-07-24
33891.79,2154.89,2021-07-24
33886.69,2149.0,2021-07-24
33878.17,2150.4,2021-07-24
33854.65,2146.34,2021-07-24
33840.0,2148.88,2021-07-24
33938.0,2157.16,2021-07-24
33824.1,2151.05,2021-07-24
33794.34,2147.52,2021-07-24
33714.28,2139.83,2021-07-24
33747.87,2144.31,2021-07-24
33743.99,2143.3,2021-07-24
33769.92,2146.6,2021-07-24
33784.18,2148.56,2021-07-24
33832.42,2152.04,2021-07-24
33867.0,2154.86,2021-07-24
33806.5,2150.97,2021-07-24
33793.91,2151.47,2021-07-24
33779.98,2148.75,2021-07-24
33813.41,2151.23,2021-07-24
33806.98,2152.93,2021-07-24
33792.19,2153.58,2021-07-24
33746.19,2151.47,2021-07-24
33767.84,2154.03,2021-07-24
33782.71,2154.88,2021-07-24
33788.72,2155.96,2021-07-24
33811.17,2155.6,2021-07-24
33816.58,2159.07,2021-07-24
33813.69,2161.29,2021-07-24
33902.96,2165.34,2021-07-24
33862.88,2164.48,2021-07-24
33898.6,2166.84,2021-07-24
33875.99,2162.11,2021-07-24
33871.94,2161.09,2021-07-24
33853.01,2157.95,2021-07-24
33866.02,2162.3,2021-07-24
33829.12,2158.89,2021-07-24
33784.02,2155.49,2021-07-24
33808.8,2155.67,2021-07-24
33783.09,2154.56,2021-07-24
33776.35,2151.15,2021-07-24
33746.85,2148.94,2021-07-24
33743.82,2145.73,2021-07-24
33787.99,2154.15,2021-07-24
33775.99,2153.96,2021-07-24
33809.72,2155.35,2021-07-24
33800.0,2157.43,2021-07-24
33834.7,2163.29,2021-07-24
33850.09,2165.33,2021-07-24
33885.18,2168.17,2021-07-24
33871.3,2166.15,2021-07-24
33851.44,2163.58,2021-07-24
33878.93,2163.81,2021-07-24
33921.05,2168.85,2021-07-24
33908.69,2168.54,2021-07-24
33912.68,2167.72,2021-07-24
33990.57,2172.29,2021-07-24
33928.99,2166.57,2021-07-24
33905.01,2164.59,2021-07-24
33871.75,2157.81,2021-07-24
33843.32,2157.26,2021-07-24
33874.86,2158.86,2021-07-24
33898.25,2159.18,2021-07-24
33847.51,2150.59,2021-07-24
33911.14,2156.81,2021-07-24
33841.31,2149.17,2021-07-24
33886.35,2158.07,2021-07-24
33992.56,2168.43,2021-07-24
34115.75,2170.49,2021-07-24
34207.2,2176.68,2021-07-24
34189.4,2174.24,2021-07-24
34182.14,2174.93,2021-07-24
34251.6,2180.12,2021-07-24
34336.19,2179.67,2021-07-24
34425.6,2191.61,2021-07-24
34423.48,2192.97,2021-07-24
34406.22,2190.14,2021-07-24
34434.75,2193.86,2021-07-24
34410.57,2191.98,2021-07-24
34399.54,2190.93,2021-07-24
34408.0,2194.79,2021-07-24
34289.58,2187.34,2021-07-24
34353.05,2194.0,2021-07-24
34308.98,2191.71,2021-07-24
34202.66,2182.98,2021-07-24
34262.94,2190.01,2021-07-24
34270.0,2187.61,2021-07-24
34300.02,2184.79,2021-07-24
34343.46,2188.27,2021-07-24
34380.95,2191.88,2021-07-24
34378.56,2191.01,2021-07-24
34390.28,2191.44,2021-07-24
34328.18,2186.01,2021-07-24
34322.79,2184.83,2021-07-24
34345.57,2185.56,2021-07-24
34313.67,2182.36,2021-07-24
34327.46,2183.94,2021-07-24
34276.0,2178.68,2021-07-24
34290.01,2178.77,2021-07-24
34281.87,2176.68,2021-07-24
34214.27,2166.23,2021-07-24
34237.12,2169.97,2021-07-24
34253.64,2175.16,2021-07-24
34221.35,2176.03,2021-07-24
34058.0,2162.6,2021-07-24
34109.97,2163.95,2021-07-24
34111.05,2164.88,2021-07-24
34089.72,2163.31,2021-07-24
33997.73,2157.21,2021-07-24
33773.53,2143.58,2021-07-24
33877.78,2150.42,2021-07-24
33846.16,2145.72,2021-07-24
33920.61,2153.38,2021-07-24
33867.05,2149.08,2021-07-24
33915.0,2152.77,2021-07-24
33886.8,2149.22,2021-07-24
33791.85,2141.0,2021-07-24
33786.3,2138.09,2021-07-24
33868.29,2145.01,2021-07-24
33861.3,2142.55,2021-07-24
33848.98,2141.65,2021-07-24
33915.37,2149.3,2021-07-24
33924.74,2150.38,2021-07-24
33919.84,2153.21,2021-07-24
33898.9,2145.31,2021-07-24
33931.04,2147.49,2021-07-24
33922.63,2146.55,2021-07-24
33876.87,2143.16,2021-07-24
33900.0,2145.97,2021-07-24
33875.33,2145.52,2021-07-24
33920.32,2146.7,2021-07-24
33919.99,2148.85,2021-07-24
33957.45,2155.44,2021-07-24
34120.94,2171.83,2021-07-24
34087.31,2169.13,2021-07-24
34096.66,2167.24,2021-07-24
34013.99,2162.02,2021-07-24
34010.0,2162.27,2021-07-24
33952.23,2161.96,2021-07-24
33886.21,2158.78,2021-07-24
33917.01,2161.39,2021-07-24
33903.64,2160.79,2021-07-24
33918.92,2158.61,2021-07-24
33955.0,2162.75,2021-07-24
33989.49,2166.15,2021-07-24
34003.63,2167.17,2021-07-24
33995.36,2168.0,2021-07-24
34021.87,2169.68,2021-07-24
33955.3,2162.83,2021-07-24
33988.82,2166.33,2021-07-24
33939.82,2160.59,2021-07-24
34012.42,2167.0,2021-07-24
34049.04,2169.25,2021-07-24
34052.37,2170.79,2021-07-24
34072.59,2174.39,2021-07-24
34068.98,2174.47,2021-07-24
34135.95,2179.53,2021-07-24
34230.65,2183.5,2021-07-24
34218.0,2184.67,2021-07-24
34258.14,2184.75,2021-07-24
34220.0,2181.1,2021-07-25
34334.66,2187.42,2021-07-25
34387.23,2189.89,2021-07-25
34396.31,2190.09,2021-07-25
34382.07,2190.89,2021-07-25
34199.98,2179.43,2021-07-25
34146.2,2173.12,2021-07-25
34113.63,2171.02,2021-07-25
34018.18,2155.8,2021-07-25
33937.39,2145.61,2021-07-25
33991.74,2150.74,2021-07-25
34014.08,2152.43,2021-07-25
33968.08,2148.0,2021-07-25
34101.28,2159.19,2021-07-25
34113.3,2159.99,2021-07-25
34050.0,2152.95,2021-07-25
33999.25,2150.18,2021-07-25
33987.52,2148.3,2021-07-25
34042.65,2153.73,2021-07-25
34003.18,2150.01,2021-07-25
34031.05,2151.32,2021-07-25
33983.72,2145.99,2021-07-25
33914.23,2140.44,2021-07-25
33924.85,2141.84,2021-07-25
33928.7,2140.8,2021-07-25
33983.55,2146.98,2021-07-25
33999.0,2146.82,2021-07-25
34066.78,2153.91,2021-07-25
34094.18,2155.0,2021-07-25
34104.01,2151.97,2021-07-25
34121.91,2154.54,2021-07-25
34055.6,2152.14,2021-07-25
34091.39,2153.89,2021-07-25
34136.02,2156.5,2021-07-25
34158.84,2161.2,2021-07-25
34177.85,2163.05,2021-07-25
34247.31,2169.64,2021-07-25
34235.0,2168.78,2021-07-25
34292.37,2170.58,2021-07-25
34238.39,2164.89,2021-07-25
34259.62,2165.83,2021-07-25
34310.57,2170.81,2021-07-25
34233.59,2165.77,2021-07-25
34241.21,2167.32,2021-07-25
34208.67,2163.77,2021-07-25
34222.62,2163.01,2021-07-25
34201.89,2160.87,2021-07-25
34160.85,2151.96,2021-07-25
34200.0,2154.16,2021-07-25
34251.93,2158.23,2021-07-25
34179.99,2150.52,2021-07-25
34139.73,2149.99,2021-07-25
34310.0,2158.34,2021-07-25
34265.16,2154.58,2021-07-25
34377.76,2168.9,2021-07-25
34380.84,2168.97,2021-07-25
34420.56,2169.01,2021-07-25
34390.53,2166.97,2021-07-25
34382.81,2165.89,2021-07-25
34365.99,2164.89,2021-07-25
34420.11,2169.19,2021-07-25
34378.7,2165.27,2021-07-25
34407.22,2166.79,2021-07-25
34428.12,2167.86,2021-07-25
34304.22,2160.37,2021-07-25
34321.16,2157.65,2021-07-25
34314.64,2161.0,2021-07-25
34332.36,2163.72,2021-07-25
34334.98,2161.5,2021-07-25
34320.0,2157.55,2021-07-25
34339.98,2158.0,2021-07-25
34322.31,2156.36,2021-07-25
34372.54,2159.76,2021-07-25
34374.99,2158.68,2021-07-25
34426.23,2162.63,2021-07-25
34466.27,2166.91,2021-07-25
34388.91,2163.13,2021-07-25
34405.62,2164.6,2021-07-25
34408.42,2164.83,2021-07-25
34436.18,2167.03,2021-07-25
34458.46,2169.07,2021-07-25
34430.62,2165.0,2021-07-25
34420.38,2164.47,2021-07-25
34472.15,2166.8,2021-07-25
34521.71,2170.32,2021-07-25
34536.84,2169.14,2021-07-25
34600.48,2178.75,2021-07-25
34681.07,2178.34,2021-07-25
34702.64,2180.46,2021-07-25
34661.21,2178.21,2021-07-25
34740.84,2183.64,2021-07-25
34728.78,2183.13,2021-07-25
34756.3,2181.01,2021-07-25
34777.38,2181.58,2021-07-25
34725.0,2178.36,2021-07-25
34695.51,2175.3,2021-07-25
34730.07,2176.99,2021-07-25
34746.15,2177.4,2021-07-25
34760.45,2179.97,2021-07-25
34676.72,2176.1,2021-07-25
34717.37,2176.77,2021-07-25
34711.28,2175.4,2021-07-25
34653.24,2170.56,2021-07-25
34613.89,2168.22,2021-07-25
34599.99,2168.52,2021-07-25
34511.85,2165.48,2021-07-25
34560.33,2167.78,2021-07-25
34570.89,2168.11,2021-07-25
34611.99,2169.02,2021-07-25
34545.45,2165.01,2021-07-25
34515.24,2164.66,2021-07-25
34462.43,2166.78,2021-07-25
34414.66,2165.24,2021-07-25
34429.95,2164.79,2021-07-25
34447.34,2167.65,2021-07-25
34453.85,2170.16,2021-07-25
34410.17,2170.0,2021-07-25
34438.51,2169.01,2021-07-25
34497.14,2173.0,2021-07-25
34509.03,2172.56,2021-07-25
34472.1,2172.14,2021-07-25
34560.95,2178.34,2021-07-25
34575.89,2180.03,2021-07-25
34525.19,2178.07,2021-07-25
34517.12,2178.62,2021-07-25
34522.65,2179.43,2021-07-25
34509.49,2179.22,2021-07-25
34455.58,2174.1,2021-07-25
34393.98,2167.67,2021-07-25
34290.75,2159.82,2021-07-25
34332.51,2161.07,2021-07-25
34353.56,2160.56,2021-07-25
34380.0,2161.61,2021-07-25
34407.69,2160.13,2021-07-25
34460.0,2165.11,2021-07-25
34477.11,2168.9,2021-07-25
34411.49,2166.38,2021-07-25
34310.0,2158.57,2021-07-25
34360.0,2156.28,2021-07-25
34371.63,2159.1,2021-07-25
34388.29,2159.18,2021-07-25
34420.0,2163.64,2021-07-25
34381.2,2160.49,2021-07-25
34399.04,2159.98,2021-07-25
34279.45,2151.09,2021-07-25
34269.98,2144.9,2021-07-25
34316.2,2148.43,2021-07-25
34313.23,2147.49,2021-07-25
34312.26,2145.68,2021-07-25
34323.8,2146.63,2021-07-25
34389.92,2151.13,2021-07-25
34290.01,2146.56,2021-07-25
34260.07,2143.43,2021-07-25
34282.85,2144.38,2021-07-25
34300.96,2145.18,2021-07-25
34294.43,2145.87,2021-07-25
34319.42,2149.67,2021-07-25
34342.33,2150.34,2021-07-25
34237.8,2137.99,2021-07-25
34186.11,2128.31,2021-07-25
34093.27,2126.12,2021-07-25
34099.97,2127.23,2021-07-25
34150.0,2130.75,2021-07-25
34098.16,2127.81,2021-07-25
34165.06,2132.11,2021-07-25
34170.57,2133.83,2021-07-25
34200.68,2136.6,2021-07-25
34178.74,2131.96,2021-07-25
34114.99,2127.63,2021-07-25
34022.04,2121.95,2021-07-25
34050.01,2123.53,2021-07-25
34069.59,2125.91,2021-07-25
33939.68,2117.85,2021-07-25
33899.82,2110.0,2021-07-25
33962.02,2113.69,2021-07-25
33969.99,2112.22,2021-07-25
33947.32,2113.35,2021-07-25
33918.27,2108.65,2021-07-25
33981.6,2113.1,2021-07-25
34105.01,2117.66,2021-07-25
34267.21,2128.81,2021-07-25
34168.79,2125.8,2021-07-25
34175.64,2125.08,2021-07-25
34113.4,2121.37,2021-07-25
34044.61,2120.22,2021-07-25
34029.69,2119.09,2021-07-25
34122.74,2124.46,2021-07-25
34155.0,2126.9,2021-07-25
34173.33,2128.01,2021-07-25
34231.96,2141.97,2021-07-25
34193.88,2139.99,2021-07-25
34174.08,2138.18,2021-07-25
34235.31,2137.9,2021-07-25
34139.46,2131.41,2021-07-25
34132.46,2129.84,2021-07-25
34210.75,2135.69,2021-07-25
34230.0,2137.28,2021-07-25
34173.73,2131.27,2021-07-25
34202.22,2132.8,2021-07-25
34182.76,2132.39,2021-07-25
34147.61,2126.99,2021-07-25
34099.91,2121.96,2021-07-25
34159.99,2124.81,2021-07-25
34214.28,2128.03,2021-07-25
34239.5,2131.87,2021-07-25
34246.86,2130.96,2021-07-25
34279.98,2136.04,2021-07-25
34279.83,2140.62,2021-07-25
34386.46,2145.54,2021-07-25
34447.12,2152.93,2021-07-25
34404.99,2148.63,2021-07-25
34397.43,2146.91,2021-07-25
34390.52,2146.33,2021-07-25
34429.99,2149.39,2021-07-25
34428.41,2148.3,2021-07-25
34460.0,2151.5,2021-07-25
34450.86,2158.97,2021-07-25
34380.0,2155.11,2021-07-25
34476.93,2163.77,2021-07-25
34450.0,2161.8,2021-07-25
34423.66,2160.68,2021-07-25
34455.73,2160.99,2021-07-25
34423.03,2158.1,2021-07-25
34430.38,2160.59,2021-07-25
34410.12,2157.93,2021-07-25
34386.37,2156.26,2021-07-25
34383.37,2154.73,2021-07-25
34407.13,2155.78,2021-07-25
34450.93,2160.14,2021-07-25
34226.24,2146.32,2021-07-25
34296.38,2148.75,2021-07-25
34398.21,2153.12,2021-07-25
34420.31,2154.85,2021-07-25
34418.49,2155.31,2021-07-25
34550.14,2160.1,2021-07-25
34531.83,2160.99,2021-07-25
34441.68,2155.46,2021-07-25
34384.0,2153.51,2021-07-25
34343.99,2150.53,2021-07-25
34353.25,2153.13,2021-07-25
34308.04,2146.94,2021-07-25
34381.38,2151.3,2021-07-25
34425.05,2154.1,2021-07-25
34443.33,2154.73,2021-07-25
34403.95,2153.68,2021-07-25
34395.57,2153.15,2021-07-25
34379.84,2153.66,2021-07-25
34391.04,2154.1,2021-07-25
34422.3,2156.85,2021-07-25
34389.64,2154.2,2021-07-25
34428.52,2157.66,2021-07-25
34446.01,2156.8,2021-07-25
34425.01,2154.5,2021-07-25
34447.99,2155.89,2021-07-25
34428.0,2154.39,2021-07-25
34496.99,2161.75,2021-07-25
34544.17,2170.04,2021-07-25
34536.24,2168.27,2021-07-25
34564.84,2166.34,2021-07-25
34540.89,2163.28,2021-07-25
34575.13,2164.84,2021-07-25
34530.89,2159.36,2021-07-25
34504.4,2157.39,2021-07-25
34551.0,2161.04,2021-07-25
34462.22,2154.53,2021-07-25
34468.41,2156.99,2021-07-25
34524.43,2161.72,2021-07-25
34508.04,2160.38,2021-07-25
34504.48,2162.34,2021-07-25
34489.97,2160.87,2021-07-25
34572.87,2169.71,2021-07-25
34557.83,2162.46,2021-07-25
34556.71,2160.7,2021-07-25
34527.72,2157.39,2021-07-25
34545.88,2158.91,2021-07-25
34656.78,2165.35,2021-07-25
34747.26,2170.48,2021-07-25
34769.96,2173.07,2021-07-25
34652.56,2166.28,2021-07-25
34621.44,2166.66,2021-07-25
34787.86,2177.74,2021-07-25
34883.11,2183.92,2021-07-25
34934.28,2185.36,2021-07-25
35065.05,2190.33,2021-07-25
35205.65,2193.32,2021-07-25
35177.25,2188.43,2021-07-25
35226.24,2188.99,2021-07-25
35381.02,2189.79,2021-07-25
35336.32,2178.99,2021-07-26
35384.74,2187.8,2021-07-26
35803.62,2218.26,2021-07-26
35633.76,2213.47,2021-07-26
35688.69,2222.53,2021-07-26
35733.65,2226.8,2021-07-26
35820.56,2231.6,2021-07-26
35774.35,2230.75,2021-07-26
35813.43,2237.02,2021-07-26
35932.11,2246.02,2021-07-26
36305.0,2250.54,2021-07-26
36767.47,2259.73,2021-07-26
38836.26,2307.39,2021-07-26
38281.97,2287.75,2021-07-26
37997.57,2293.89,2021-07-26
37630.3,2273.65,2021-07-26
37998.99,2280.0,2021-07-26
37961.88,2282.05,2021-07-26
38049.99,2293.99,2021-07-26
38390.19,2313.51,2021-07-26
38575.33,2314.98,2021-07-26
38267.41,2307.52,2021-07-26
38388.0,2313.04,2021-07-26
38313.4,2314.61,2021-07-26
38202.84,2309.19,2021-07-26
37997.76,2293.82,2021-07-26
38031.45,2297.0,2021-07-26
38182.0,2300.04,2021-07-26
38204.99,2298.04,2021-07-26
38282.01,2305.22,2021-07-26
38242.27,2306.5,2021-07-26
38492.53,2317.6,2021-07-26
38411.94,2313.35,2021-07-26
38322.53,2307.99,2021-07-26
38294.78,2311.18,2021-07-26
38043.69,2301.74,2021-07-26
38014.36,2296.5,2021-07-26
38120.94,2307.65,2021-07-26
38094.01,2308.37,2021-07-26
38141.5,2308.17,2021-07-26
38163.37,2308.61,2021-07-26
38123.6,2311.21,2021-07-26
38103.75,2310.68,2021-07-26
38140.85,2308.7,2021-07-26
38205.14,2310.68,2021-07-26
38136.98,2305.42,2021-07-26
38186.39,2309.53,2021-07-26
38283.98,2317.03,2021-07-26
38341.27,2316.43,2021-07-26
38240.1,2314.3,2021-07-26
38316.34,2318.15,2021-07-26
38328.18,2319.63,2021-07-26
38396.84,2328.18,2021-07-26
38320.0,2327.71,2021-07-26
38228.49,2318.63,2021-07-26
38350.01,2331.85,2021-07-26
38492.82,2336.56,2021-07-26
38444.09,2337.68,2021-07-26
38435.71,2332.74,2021-07-26
38270.26,2324.21,2021-07-26
38254.97,2322.82,2021-07-26
38290.64,2323.71,2021-07-26
38322.48,2326.59,2021-07-26
38336.48,2330.06,2021-07-26
38422.66,2335.36,2021-07-26
38426.78,2335.51,2021-07-26
38371.46,2331.0,2021-07-26
38422.86,2334.13,2021-07-26
38458.05,2338.81,2021-07-26
38519.61,2343.53,2021-07-26
38472.55,2343.65,2021-07-26
38568.92,2347.84,2021-07-26
38555.22,2348.71,2021-07-26
38549.99,2356.17,2021-07-26
38644.34,2368.0,2021-07-26
38806.6,2374.96,2021-07-26
39030.81,2384.63,2021-07-26
39069.76,2381.71,2021-07-26
39104.42,2381.41,2021-07-26
38911.22,2371.94,2021-07-26
38925.06,2373.42,2021-07-26
38825.13,2364.42,2021-07-26
38605.09,2351.57,2021-07-26
38622.24,2355.45,2021-07-26
38723.92,2361.89,2021-07-26
38717.13,2361.52,2021-07-26
38766.33,2364.85,2021-07-26
38821.01,2370.98,2021-07-26
38718.07,2363.97,2021-07-26
38650.17,2360.01,2021-07-26
38507.52,2347.55,2021-07-26
38130.24,2321.44,2021-07-26
38044.73,2320.77,2021-07-26
38184.94,2329.19,2021-07-26
38150.01,2324.04,2021-07-26
38150.0,2325.59,2021-07-26
38042.3,2318.21,2021-07-26
37819.96,2307.26,2021-07-26
37916.74,2315.0,2021-07-26
37990.44,2321.06,2021-07-26
38029.31,2319.21,2021-07-26
38032.85,2320.59,2021-07-26
38113.2,2330.12,2021-07-26
37957.52,2321.69,2021-07-26
38032.17,2326.05,2021-07-26
38149.99,2332.72,2021-07-26
38149.99,2335.38,2021-07-26
38194.41,2334.57,2021-07-26
38307.33,2336.07,2021-07-26
38332.52,2337.66,2021-07-26
38225.94,2333.01,2021-07-26
38295.39,2339.32,2021-07-26
38326.21,2344.31,2021-07-26
38291.99,2343.51,2021-07-26
38187.11,2340.2,2021-07-26
38225.27,2342.85,2021-07-26
38122.11,2333.79,2021-07-26
38116.3,2338.18,2021-07-26
38153.92,2339.99,2021-07-26
38206.45,2343.22,2021-07-26
38318.63,2350.19,2021-07-26
38283.03,2346.05,2021-07-26
38267.64,2349.52,2021-07-26
38175.15,2341.62,2021-07-26
38202.03,2343.36,2021-07-26
38179.11,2340.79,2021-07-26
38290.3,2345.57,2021-07-26
38355.73,2349.63,2021-07-26
38374.31,2350.23,2021-07-26
38400.0,2351.37,2021-07-26
38444.86,2355.4,2021-07-26
38613.36,2357.35,2021-07-26
38592.94,2346.94,2021-07-26
38535.14,2349.13,2021-07-26
38540.0,2349.09,2021-07-26
38538.88,2350.0,2021-07-26
38497.23,2346.35,2021-07-26
38473.98,2342.85,2021-07-26
38445.34,2343.12,2021-07-26
38502.4,2346.06,2021-07-26
38474.3,2344.31,2021-07-26
38422.99,2339.95,2021-07-26
38449.44,2340.72,2021-07-26
38473.61,2341.51,2021-07-26
38429.62,2339.56,2021-07-26
38327.92,2331.75,2021-07-26
38528.51,2339.67,2021-07-26
38549.78,2339.99,2021-07-26
38671.3,2347.5,2021-07-26
38699.3,2350.19,2021-07-26
38824.82,2354.76,2021-07-26
38774.4,2352.16,2021-07-26
38766.07,2351.3,2021-07-26
38663.99,2346.32,2021-07-26
38618.27,2346.5,2021-07-26
38643.61,2348.7,2021-07-26
38212.15,2327.41,2021-07-26
38171.29,2320.11,2021-07-26
37952.31,2313.98,2021-07-26
38118.59,2322.12,2021-07-26
38341.0,2329.2,2021-07-26
38296.48,2326.8,2021-07-26
38158.47,2320.29,2021-07-26
38295.35,2324.24,2021-07-26
38278.06,2327.62,2021-07-26
38340.98,2335.05,2021-07-26
38309.51,2332.12,2021-07-26
38322.43,2333.63,2021-07-26
38459.84,2344.07,2021-07-26
38423.76,2344.43,2021-07-26
38439.51,2348.2,2021-07-26
38480.23,2345.88,2021-07-26
38473.71,2345.38,2021-07-26
38424.01,2343.71,2021-07-26
38363.01,2336.35,2021-07-26
38298.86,2332.64,2021-07-26
38222.98,2326.24,2021-07-26
38326.85,2331.21,2021-07-26
38297.55,2332.0,2021-07-26
38316.84,2331.05,2021-07-26
38312.31,2331.41,2021-07-26
38279.99,2330.23,2021-07-26
38303.92,2330.62,2021-07-26
38339.69,2333.42,2021-07-26
38341.45,2332.45,2021-07-26
38389.22,2335.28,2021-07-26
38452.06,2341.38,2021-07-26
38503.47,2339.12,2021-07-26
38618.99,2344.85,2021-07-26
38549.33,2340.31,2021-07-26
38521.43,2341.03,2021-07-26
38562.21,2341.58,2021-07-26
38612.5,2344.04,2021-07-26
38680.95,2350.97,2021-07-26
38841.02,2356.0,2021-07-26
38680.01,2347.38,2021-07-26
38869.17,2353.24,2021-07-26
39300.0,2381.19,2021-07-26
39199.97,2370.49,2021-07-26
39432.76,2377.31,2021-07-26
39192.99,2370.33,2021-07-26
39037.08,2362.34,2021-07-26
39139.18,2369.16,2021-07-26
39045.82,2364.98,2021-07-26
38893.72,2357.52,2021-07-26
38883.2,2357.14,2021-07-26
38922.0,2358.32,2021-07-26
39040.81,2363.76,2021-07-26
39160.39,2364.64,2021-07-26
39143.02,2362.16,2021-07-26
39164.87,2363.47,2021-07-26
39318.75,2368.38,2021-07-26
39372.56,2368.51,2021-07-26
39287.16,2363.33,2021-07-26
39197.98,2361.11,2021-07-26
39223.57,2362.0,2021-07-26
39302.43,2363.43,2021-07-26
39482.33,2363.22,2021-07-26
39451.62,2360.32,2021-07-26
39578.26,2363.48,2021-07-26
39611.68,2363.31,2021-07-26
39678.33,2368.41,2021-07-26
39576.53,2368.54,2021-07-26
39740.9,2376.0,2021-07-26
39772.04,2375.33,2021-07-26
39710.72,2374.02,2021-07-26
39719.53,2377.56,2021-07-26
39709.16,2380.51,2021-07-26
39722.34,2382.97,2021-07-26
40228.94,2395.17,2021-07-26
40233.12,2399.49,2021-07-26
40207.25,2399.65,2021-07-26
40453.95,2428.99,2021-07-26
40285.18,2418.05,2021-07-26
40144.97,2411.95,2021-07-26
39915.27,2398.78,2021-07-26
39873.26,2392.23,2021-07-26
39700.0,2378.37,2021-07-26
39839.97,2387.52,2021-07-26
39365.15,2362.68,2021-07-26
38738.18,2326.57,2021-07-26
38531.13,2318.49,2021-07-26
38222.6,2276.18,2021-07-26
38479.6,2299.03,2021-07-26
38275.0,2287.99,2021-07-26
37893.95,2255.57,2021-07-26
38094.31,2272.99,2021-07-26
