BTCUSDT,ETHUSDT,date
37778.89,2325.76,2021-06-18
37743.05,2324.99,2021-06-18
37738.77,2321.05,2021-06-18
37836.94,2329.93,2021-06-18
37926.28,2335.91,2021-06-18
37845.87,2330.83,2021-06-18
37942.7,2334.31,2021-06-18
37858.81,2329.78,2021-06-18
37795.96,2319.24,2021-06-18
37780.01,2317.42,2021-06-18
37683.69,2311.38,2021-06-18
37726.74,2311.61,2021-06-18
37837.5,2319.75,2021-06-18
37933.53,2323.98,2021-06-18
37839.39,2317.91,2021-06-18
37821.95,2319.89,2021-06-18
37727.04,2305.83,2021-06-18
37708.84,2307.5,2021-06-18
37551.94,2297.77,2021-06-18
37518.17,2291.07,2021-06-18
37630.81,2300.76,2021-06-18
37485.83,2292.54,2021-06-18
37483.41,2291.05,2021-06-18
37514.38,2290.51,2021-06-18
37327.88,2274.86,2021-06-18
37406.38,2276.93,2021-06-18
37380.61,2280.01,2021-06-18
37433.91,2284.96,2021-06-18
37577.04,2295.81,2021-06-18
37366.63,2283.21,2021-06-18
37167.13,2270.94,2021-06-18
37137.67,2274.35,2021-06-18
37063.01,2267.27,2021-06-18
37180.34,2276.7,2021-06-18
37169.61,2279.04,2021-06-18
37110.01,2271.66,2021-06-18
37141.9,2274.41,2021-06-18
37265.67,2280.26,2021-06-18
37160.02,2272.9,2021-06-18
37207.88,2278.63,2021-06-18
37150.68,2279.7,2021-06-18
36884.36,2268.96,2021-06-18
36695.7,2253.19,2021-06-18
36724.19,2245.05,2021-06-18
36796.0,2253.3,2021-06-18
36772.62,2250.4,2021-06-18
36784.62,2253.07,2021-06-18
36834.69,2253.59,2021-06-18
36646.41,2244.28,2021-06-18
36699.39,2248.77,2021-06-18
36694.59,2250.19,2021-06-18
36670.39,2247.12,2021-06-18
36769.37,2255.06,2021-06-18
36645.67,2249.01,2021-06-18
36663.73,2245.11,2021-06-18
36608.97,2236.51,2021-06-18
36574.44,2236.09,2021-06-18
36457.43,2232.22,2021-06-18
36515.0,2238.16,2021-06-18
36481.43,2237.31,2021-06-18
36500.0,2236.38,2021-06-18
36411.01,2220.77,2021-06-18
36396.35,2216.88,2021-06-18
36355.1,2215.0,2021-06-18
36418.62,2215.9,2021-06-18
36407.55,2221.25,2021-06-18
36418.76,2223.04,2021-06-18
36390.01,2221.63,2021-06-18
36496.2,2230.22,2021-06-18
36575.48,2234.61,2021-06-18
36670.79,2239.49,2021-06-18
36534.45,2232.91,2021-06-18
36619.99,2240.68,2021-06-18
36610.85,2241.71,2021-06-18
36625.54,2240.1,2021-06-18
36591.75,2237.26,2021-06-18
36419.68,2221.17,2021-06-18
36521.27,2228.17,2021-06-18
36408.59,2218.61,2021-06-18
36400.3,2218.02,2021-06-18
36400.01,2218.29,2021-06-18
36407.0,2222.78,2021-06-18
36374.12,2218.46,2021-06-18
36265.53,2211.0,2021-06-18
36322.96,2215.25,2021-06-18
36380.01,2211.72,2021-06-18
36293.25,2208.19,2021-06-18
36219.11,2202.63,2021-06-18
36323.04,2206.95,2021-06-18
36273.28,2206.0,2021-06-18
36124.43,2193.28,2021-06-18
36170.01,2194.47,2021-06-18
36129.21,2187.02,2021-06-18
35724.87,2157.49,2021-06-18
35784.78,2169.72,2021-06-18
35468.89,2152.29,2021-06-18
35496.33,2159.83,2021-06-18
35479.3,2158.05,2021-06-18
35250.63,2144.92,2021-06-18
35289.53,2153.57,2021-06-18
35400.0,2160.51,2021-06-18
35398.09,2158.55,2021-06-18
35331.89,2159.0,2021-06-18
35484.28,2162.53,2021-06-18
35413.73,2157.33,2021-06-18
35471.9,2163.93,2021-06-18
35512.19,2163.01,2021-06-18
35456.1,2163.82,2021-06-18
35498.08,2167.27,2021-06-18
35405.2,2156.47,2021-06-18
35379.99,2157.46,2021-06-18
35327.24,2154.42,2021-06-18
35596.86,2182.72,2021-06-18
35643.14,2185.82,2021-06-18
35629.17,2186.13,2021-06-18
35778.15,2196.74,2021-06-18
35834.25,2207.75,2021-06-18
35708.29,2195.77,2021-06-18
35560.08,2188.0,2021-06-18
35438.91,2183.93,2021-06-18
35429.0,2184.31,2021-06-18
35411.78,2180.82,2021-06-18
35421.85,2186.94,2021-06-18
35497.97,2194.68,2021-06-18
35686.56,2204.53,2021-06-18
35600.0,2205.09,2021-06-18
35602.17,2202.09,2021-06-18
35463.85,2199.02,2021-06-18
35413.88,2199.14,2021-06-18
35474.68,2206.68,2021-06-18
35500.0,2205.85,2021-06-18
35530.06,2207.5,2021-06-18
35631.14,2214.01,2021-06-18
35581.75,2210.62,2021-06-18
35615.5,2212.51,2021-06-18
35650.01,2221.67,2021-06-18
35560.01,2215.15,2021-06-18
35494.84,2210.41,2021-06-18
35469.93,2209.29,2021-06-18
35508.47,2212.16,2021-06-18
35429.74,2204.07,2021-06-18
35441.51,2205.18,2021-06-18
35431.44,2206.43,2021-06-18
35415.49,2203.5,2021-06-18
35467.5,2203.0,2021-06-18
35425.76,2201.49,2021-06-18
35551.29,2209.62,2021-06-18
35620.18,2215.69,2021-06-18
35514.72,2206.68,2021-06-18
35458.09,2202.84,2021-06-18
35464.12,2204.66,2021-06-18
35415.33,2202.11,2021-06-18
35533.65,2214.14,2021-06-18
35656.8,2217.01,2021-06-18
35841.2,2233.1,2021-06-18
35924.07,2235.0,2021-06-18
35827.75,2233.0,2021-06-18
35735.9,2228.54,2021-06-18
35635.49,2224.95,2021-06-18
35819.84,2234.09,2021-06-18
35725.09,2232.37,2021-06-19
35823.42,2243.77,2021-06-19
35916.13,2248.12,2021-06-19
35835.01,2244.0,2021-06-19
35753.95,2243.02,2021-06-19
35821.13,2249.65,2021-06-19
35783.43,2245.77,2021-06-19
35821.18,2244.37,2021-06-19
35768.99,2245.47,2021-06-19
35752.43,2241.8,2021-06-19
35691.05,2237.41,2021-06-19
35744.1,2240.52,2021-06-19
35940.99,2250.87,2021-06-19
35960.02,2248.98,2021-06-19
36173.88,2252.57,2021-06-19
36284.54,2251.36,2021-06-19
36272.45,2250.37,2021-06-19
36113.15,2241.52,2021-06-19
36149.05,2245.18,2021-06-19
36082.89,2244.8,2021-06-19
36039.62,2239.6,2021-06-19
36117.13,2244.99,2021-06-19
36159.88,2249.37,2021-06-19
36110.43,2250.74,2021-06-19
36064.61,2245.51,2021-06-19
36036.91,2243.92,2021-06-19
36042.4,2243.99,2021-06-19
35942.13,2237.46,2021-06-19
35907.03,2229.47,2021-06-19
35938.53,2230.97,2021-06-19
35667.63,2217.32,2021-06-19
35580.68,2214.96,2021-06-19
35599.99,2214.66,2021-06-19
35465.27,2207.41,2021-06-19
35475.26,2211.3,2021-06-19
35491.18,2210.49,2021-06-19
35426.84,2209.18,2021-06-19
35395.65,2204.85,2021-06-19
35404.34,2200.47,2021-06-19
35413.26,2201.49,2021-06-19
35349.07,2191.93,2021-06-19
34989.83,2179.76,2021-06-19
35239.98,2190.61,2021-06-19
35158.9,2184.81,2021-06-19
35023.66,2181.19,2021-06-19
34973.47,2180.61,2021-06-19
35032.05,2182.99,2021-06-19
35103.44,2188.46,2021-06-19
35060.21,2186.78,2021-06-19
35135.89,2190.56,2021-06-19
35041.97,2186.17,2021-06-19
34962.17,2180.48,2021-06-19
35038.19,2187.96,2021-06-19
35256.37,2199.99,2021-06-19
35391.94,2205.89,2021-06-19
35199.02,2196.8,2021-06-19
35250.09,2199.36,2021-06-19
35084.61,2193.01,2021-06-19
35149.19,2195.78,2021-06-19
35185.51,2198.78,2021-06-19
35313.7,2206.29,2021-06-19
35342.7,2207.3,2021-06-19
35392.11,2214.64,2021-06-19
35375.19,2213.99,2021-06-19
35446.91,2220.24,2021-06-19
35398.92,2223.0,2021-06-19
35544.42,2237.33,2021-06-19
35510.08,2233.9,2021-06-19
35394.4,2229.02,2021-06-19
35353.06,2226.94,2021-06-19
35370.01,2225.51,2021-06-19
35521.21,2237.33,2021-06-19
35585.79,2238.89,2021-06-19
35616.35,2243.69,2021-06-19
35552.69,2241.73,2021-06-19
35525.22,2238.58,2021-06-19
35543.28,2234.69,2021-06-19
35601.02,2237.31,2021-06-19
35641.01,2236.08,2021-06-19
35681.32,2235.82,2021-06-19
35702.75,2235.81,2021-06-19
35659.09,2232.42,2021-06-19
35667.55,2228.52,2021-06-19
35773.58,2236.13,2021-06-19
35720.0,2231.25,2021-06-19
35681.65,2226.78,2021-06-19
35642.85,2223.74,2021-06-19
35531.79,2218.22,2021-06-19
35478.01,2217.14,2021-06-19
35504.6,2219.82,2021-06-19
35580.51,2227.57,2021-06-19
35690.97,2233.25,2021-06-19
35722.77,2235.06,2021-06-19
35723.13,2242.21,2021-06-19
35727.73,2240.26,2021-06-19
35785.96,2245.51,2021-06-19
35715.02,2240.26,2021-06-19
35647.7,2236.96,2021-06-19
35613.15,2230.42,2021-06-19
35723.72,2239.27,2021-06-19
35691.0,2234.68,2021-06-19
35725.9,2238.5,2021-06-19
35866.88,2253.0,2021-06-19
35811.95,2246.37,2021-06-19
35901.76,2250.92,2021-06-19
35869.51,2249.0,2021-06-19
35837.42,2248.82,2021-06-19
35797.45,2249.08,2021-06-19
35777.82,2242.91,2021-06-19
35880.95,2248.85,2021-06-19
35806.09,2245.23,2021-06-19
35739.21,2240.59,2021-06-19
35716.33,2236.46,2021-06-19
35702.97,2237.25,2021-06-19
35725.31,2238.05,2021-06-19
35834.23,2245.51,2021-06-19
35751.05,2235.9,2021-06-19
35629.83,2225.22,2021-06-19
35590.39,2224.68,2021-06-19
35646.61,2226.67,2021-06-19
35579.02,2225.98,2021-06-19
35630.0,2228.49,2021-06-19
35632.67,2225.32,2021-06-19
35562.0,2220.56,2021-06-19
35610.81,2222.48,2021-06-19
35732.67,2231.74,2021-06-19
35674.38,2225.12,2021-06-19
35785.0,2229.27,2021-06-19
35769.18,2227.68,2021-06-19
35844.62,2232.15,2021-06-19
35765.08,2225.62,2021-06-19
35699.65,2220.56,2021-06-19
35797.14,2230.44,2021-06-19
35804.31,2228.2,2021-06-19
35900.0,2234.24,2021-06-19
35808.57,2231.8,2021-06-19
35839.13,2237.8,2021-06-19
35917.0,2239.33,2021-06-19
35866.61,2238.06,2021-06-19
35818.1,2236.71,2021-06-19
35840.57,2234.68,2021-06-19
35923.18,2238.85,2021-06-19
35901.25,2240.15,2021-06-19
35940.22,2241.13,2021-06-19
35968.74,2243.99,2021-06-19
36129.46,2256.04,2021-06-19
36195.99,2261.42,2021-06-19
36317.42,2268.98,2021-06-19
36232.88,2265.18,2021-06-19
36162.02,2258.64,2021-06-19
36084.93,2253.37,2021-06-19
36071.29,2253.15,2021-06-19
35952.03,2247.6,2021-06-19
35770.13,2238.18,2021-06-19
35706.37,2230.47,2021-06-19
35743.01,2232.01,2021-06-19
35570.74,2220.88,2021-06-19
35679.61,2224.56,2021-06-19
35717.18,2232.52,2021-06-19
35786.41,2236.01,2021-06-19
35770.82,2234.37,2021-06-19
35856.04,2239.26,2021-06-19
35826.48,2236.56,2021-06-19
35819.5,2231.61,2021-06-19
35777.0,2227.66,2021-06-19
35806.14,2228.54,2021-06-19
35739.17,2226.44,2021-06-19
35769.31,2229.62,2021-06-19
35871.8,2234.85,2021-06-19
35863.03,2234.25,2021-06-19
35853.4,2230.51,2021-06-19
35913.37,2235.73,2021-06-19
35997.41,2240.15,2021-06-19
36029.04,2241.72,2021-06-19
36208.21,2251.47,2021-06-19
36245.55,2251.9,2021-06-19
36202.23,2248.03,2021-06-19
35962.51,2235.99,2021-06-19
36087.99,2245.23,2021-06-19
36242.68,2252.0,2021-06-19
36166.77,2250.55,2021-06-19
36105.73,2244.66,2021-06-19
36210.13,2254.71,2021-06-19
36153.41,2250.66,2021-06-19
36102.27,2247.47,2021-06-19
36066.04,2245.19,2021-06-19
35997.67,2240.67,2021-06-19
35867.74,2233.18,2021-06-19
35912.68,2235.41,2021-06-19
35969.61,2240.09,2021-06-19
36036.2,2242.97,2021-06-19
36114.85,2246.66,2021-06-19
36033.0,2242.38,2021-06-19
35977.34,2237.95,2021-06-19
35956.52,2236.49,2021-06-19
35849.35,2228.02,2021-06-19
35902.27,2233.91,2021-06-19
35835.81,2227.81,2021-06-19
35945.6,2237.58,2021-06-19
35968.89,2240.12,2021-06-19
35899.99,2234.78,2021-06-19
35840.35,2232.29,2021-06-19
35940.04,2242.89,2021-06-19
35889.28,2241.46,2021-06-19
35800.42,2235.82,2021-06-19
35730.11,2231.12,2021-06-19
35647.84,2228.96,2021-06-19
35705.76,2232.31,2021-06-19
35745.6,2234.45,2021-06-19
35766.43,2233.33,2021-06-19
35849.48,2233.76,2021-06-19
35792.51,2229.28,2021-06-19
35780.15,2229.11,2021-06-19
35703.59,2224.7,2021-06-19
35784.33,2226.0,2021-06-19
35765.5,2223.25,2021-06-19
35545.0,2195.08,2021-06-19
35616.38,2192.78,2021-06-19
35684.01,2204.94,2021-06-19
35506.7,2199.08,2021-06-19
35536.46,2200.33,2021-06-19
35525.3,2198.17,2021-06-19
35447.11,2197.9,2021-06-19
35394.98,2195.02,2021-06-19
35434.06,2199.82,2021-06-19
35516.13,2205.16,2021-06-19
35579.32,2207.12,2021-06-19
35509.89,2204.9,2021-06-19
35581.18,2206.63,2021-06-19
35559.07,2206.44,2021-06-19
35542.6,2202.6,2021-06-19
35613.77,2205.75,2021-06-19
35937.99,2221.29,2021-06-19
35874.7,2216.17,2021-06-19
35726.9,2209.0,2021-06-19
35846.04,2217.06,2021-06-19
35850.0,2218.03,2021-06-19
35780.93,2213.19,2021-06-19
35794.79,2214.87,2021-06-19
35943.65,2221.18,2021-06-19
35928.3,2217.43,2021-06-19
35941.66,2219.81,2021-06-19
35914.36,2219.02,2021-06-19
35866.17,2215.56,2021-06-19
35873.82,2214.48,2021-06-19
35813.94,2215.82,2021-06-19
35793.65,2213.99,2021-06-19
35872.05,2216.43,2021-06-19
35905.04,2218.7,2021-06-19
36092.41,2223.53,2021-06-19
36114.38,2226.41,2021-06-19
36104.15,2224.82,2021-06-19
36081.36,2226.56,2021-06-19
36094.56,2223.94,2021-06-19
36077.48,2224.47,2021-06-19
36015.01,2221.46,2021-06-19
36043.05,2224.26,2021-06-19
36034.96,2224.96,2021-06-19
36002.34,2222.27,2021-06-19
35989.42,2220.79,2021-06-19
35911.6,2217.87,2021-06-19
35966.17,2216.85,2021-06-19
35948.12,2214.48,2021-06-19
35858.95,2207.78,2021-06-19
35803.02,2197.73,2021-06-19
35721.01,2191.77,2021-06-19
35694.6,2191.69,2021-06-19
35730.07,2188.82,2021-06-19
35656.5,2187.33,2021-06-19
35707.66,2191.68,2021-06-19
35664.75,2183.71,2021-06-19
35702.7,2185.26,2021-06-19
35630.79,2181.14,2021-06-19
35611.74,2183.7,2021-06-19
35590.84,2181.37,2021-06-19
35557.01,2176.47,2021-06-19
35515.88,2178.02,2021-06-19
35552.0,2181.0,2021-06-19
35576.73,2180.96,2021-06-19
35787.15,2187.87,2021-06-19
35733.29,2186.87,2021-06-19
35644.82,2179.62,2021-06-19
35491.81,2171.34,2021-06-19
35566.97,2177.25,2021-06-19
35537.5,2173.44,2021-06-19
35498.32,2168.35,2021-06-19
35610.32,2178.06,2021-06-19
35483.72,2164.67,2021-06-19
35590.47,2169.02,2021-06-20
35344.11,2160.26,2021-06-20
35468.13,2167.57,2021-06-20
35287.03,2157.48,2021-06-20
35248.0,2154.0,2021-06-20
35214.36,2149.74,2021-06-20
35303.83,2155.13,2021-06-20
35330.79,2158.35,2021-06-20
35316.76,2155.69,2021-06-20
35362.16,2163.69,2021-06-20
35384.01,2165.77,2021-06-20
35383.66,2168.58,2021-06-20
35582.59,2179.61,2021-06-20
35560.85,2180.0,2021-06-20
35542.63,2177.9,2021-06-20
35609.08,2181.5,2021-06-20
35739.41,2187.0,2021-06-20
35660.01,2182.22,2021-06-20
35661.81,2179.34,2021-06-20
35712.3,2185.27,2021-06-20
35725.76,2184.54,2021-06-20
35692.33,2181.66,2021-06-20
35613.89,2179.34,2021-06-20
35636.58,2182.15,2021-06-20
35555.29,2178.2,2021-06-20
35478.62,2171.92,2021-06-20
35492.19,2170.0,2021-06-20
35378.56,2163.29,2021-06-20
35424.1,2168.61,2021-06-20
35315.58,2159.67,2021-06-20
35405.67,2162.59,2021-06-20
35408.55,2163.04,2021-06-20
35330.02,2158.6,2021-06-20
35408.85,2164.07,2021-06-20
35582.98,2179.53,2021-06-20
35597.46,2178.87,2021-06-20
35470.92,2172.76,2021-06-20
35708.44,2190.02,2021-06-20
35638.07,2185.1,2021-06-20
35562.89,2181.9,2021-06-20
35589.93,2184.32,2021-06-20
35650.0,2187.78,2021-06-20
35582.78,2183.67,2021-06-20
35575.78,2184.7,2021-06-20
35669.22,2187.96,2021-06-20
35633.03,2188.62,2021-06-20
35615.24,2187.78,2021-06-20
35527.24,2183.38,2021-06-20
35499.61,2183.89,2021-06-20
35629.49,2195.61,2021-06-20
35595.15,2193.75,2021-06-20
35704.13,2205.08,2021-06-20
35628.41,2200.27,2021-06-20
35651.78,2203.01,2021-06-20
35720.0,2205.66,2021-06-20
35767.95,2206.87,2021-06-20
35770.86,2206.13,2021-06-20
35761.69,2205.94,2021-06-20
35815.88,2207.25,2021-06-20
35801.46,2206.67,2021-06-20
35789.29,2204.8,2021-06-20
35842.65,2208.43,2021-06-20
35813.39,2204.95,2021-06-20
35874.96,2208.57,2021-06-20
35840.71,2213.13,2021-06-20
35753.13,2206.01,2021-06-20
35749.69,2204.21,2021-06-20
35837.49,2218.71,2021-06-20
35771.56,2215.0,2021-06-20
35735.75,2210.95,2021-06-20
35742.88,2212.53,2021-06-20
35724.54,2212.66,2021-06-20
35672.87,2209.01,2021-06-20
35619.44,2203.99,2021-06-20
35655.0,2207.83,2021-06-20
35564.87,2201.4,2021-06-20
35575.32,2200.3,2021-06-20
35620.98,2205.01,2021-06-20
35618.3,2206.01,2021-06-20
35694.57,2211.94,2021-06-20
35645.05,2207.68,2021-06-20
35560.01,2200.84,2021-06-20
35518.17,2199.4,2021-06-20
35508.22,2198.58,2021-06-20
35527.16,2198.5,2021-06-20
35464.16,2196.55,2021-06-20
35439.3,2196.72,2021-06-20
35464.83,2198.81,2021-06-20
35390.58,2192.71,2021-06-20
35404.41,2192.84,2021-06-20
35498.11,2197.8,2021-06-20
35429.55,2189.93,2021-06-20
35420.09,2187.44,2021-06-20
35581.39,2196.98,2021-06-20
35603.46,2199.42,2021-06-20
35637.71,2203.97,2021-06-20
35565.68,2198.55,2021-06-20
35662.02,2208.64,2021-06-20
35600.48,2206.26,2021-06-20
35568.76,2201.71,2021-06-20
35457.47,2194.35,2021-06-20
35493.95,2193.0,2021-06-20
35476.7,2192.46,2021-06-20
35374.1,2184.35,2021-06-20
35350.0,2181.8,2021-06-20
35303.47,2178.78,2021-06-20
35328.11,2179.99,2021-06-20
35334.72,2180.38,2021-06-20
35347.12,2182.0,2021-06-20
35148.8,2175.4,2021-06-20
35224.71,2179.55,2021-06-20
35249.66,2180.46,2021-06-20
35240.71,2179.02,2021-06-20
35324.42,2185.04,2021-06-20
35334.97,2184.61,2021-06-20
35273.37,2182.01,2021-06-20
35245.0,2180.44,2021-06-20
35221.38,2180.89,2021-06-20
34989.44,2168.63,2021-06-20
34986.43,2165.91,2021-06-20
34872.69,2159.61,2021-06-20
34444.17,2137.78,2021-06-20
34392.41,2130.82,2021-06-20
34361.52,2125.54,2021-06-20
33990.93,2104.69,2021-06-20
34073.39,2104.35,2021-06-20
34078.15,2100.17,2021-06-20
34118.53,2100.78,2021-06-20
34233.77,2107.44,2021-06-20
34113.59,2104.6,2021-06-20
34089.12,2100.22,2021-06-20
34086.81,2100.63,2021-06-20
34099.99,2099.05,2021-06-20
34107.55,2094.11,2021-06-20
34179.0,2096.43,2021-06-20
34058.48,2085.91,2021-06-20
33930.0,2079.13,2021-06-20
33954.84,2078.81,2021-06-20
33804.83,2065.0,2021-06-20
33918.5,2076.0,2021-06-20
33984.74,2084.55,2021-06-20
33872.21,2077.79,2021-06-20
33936.64,2079.06,2021-06-20
33872.9,2074.28,2021-06-20
33789.69,2071.13,2021-06-20
33599.99,2060.75,2021-06-20
33596.91,2058.11,2021-06-20
33462.83,2054.72,2021-06-20
33395.01,2046.95,2021-06-20
33464.1,2052.76,2021-06-20
33637.76,2066.01,2021-06-20
33618.33,2066.76,2021-06-20
33637.92,2065.31,2021-06-20
33775.28,2073.41,2021-06-20
33971.86,2082.31,2021-06-20
33922.17,2080.11,2021-06-20
34084.27,2091.33,2021-06-20
34144.6,2093.82,2021-06-20
34127.38,2094.2,2021-06-20
34009.46,2090.57,2021-06-20
33930.64,2086.49,2021-06-20
33875.13,2081.34,2021-06-20
33904.56,2081.37,2021-06-20
34006.74,2088.16,2021-06-20
33998.31,2086.76,2021-06-20
34068.22,2091.15,2021-06-20
34031.7,2090.41,2021-06-20
33906.55,2080.91,2021-06-20
33832.24,2073.72,2021-06-20
34041.58,2088.01,2021-06-20
34097.81,2086.7,2021-06-20
34177.8,2093.73,2021-06-20
34153.06,2091.33,2021-06-20
34118.09,2090.38,2021-06-20
34152.77,2094.41,2021-06-20
34120.01,2090.65,2021-06-20
34169.93,2095.96,2021-06-20
34110.02,2093.97,2021-06-20
34163.49,2099.7,2021-06-20
34316.81,2113.01,2021-06-20
34390.08,2109.29,2021-06-20
34434.14,2111.76,2021-06-20
34439.67,2114.2,2021-06-20
34569.77,2118.46,2021-06-20
34450.99,2113.81,2021-06-20
34517.44,2123.58,2021-06-20
34625.27,2123.0,2021-06-20
34524.1,2119.01,2021-06-20
34472.58,2115.66,2021-06-20
34385.74,2109.59,2021-06-20
34409.46,2110.85,2021-06-20
34422.71,2111.21,2021-06-20
34374.26,2107.29,2021-06-20
34479.53,2114.31,2021-06-20
34541.82,2120.0,2021-06-20
34608.42,2127.37,2021-06-20
34541.04,2123.61,2021-06-20
34630.41,2129.29,2021-06-20
34587.09,2125.59,2021-06-20
34500.91,2122.41,2021-06-20
34525.94,2126.26,2021-06-20
34471.98,2120.42,2021-06-20
34481.38,2120.03,2021-06-20
34577.99,2123.38,2021-06-20
34497.63,2118.89,2021-06-20
34561.6,2125.1,2021-06-20
34665.89,2129.88,2021-06-20
34719.01,2135.49,2021-06-20
34675.0,2132.61,2021-06-20
34727.67,2134.67,2021-06-20
34723.71,2133.7,2021-06-20
34689.56,2133.3,2021-06-20
34657.96,2134.57,2021-06-20
34614.48,2133.63,2021-06-20
34512.7,2125.73,2021-06-20
34575.99,2131.32,2021-06-20
34709.86,2137.5,2021-06-20
34617.0,2132.02,2021-06-20
34627.45,2133.0,2021-06-20
34731.0,2140.54,2021-06-20
34777.48,2144.21,2021-06-20
34816.64,2144.95,2021-06-20
34772.41,2142.05,2021-06-20
34913.95,2148.04,2021-06-20
34873.18,2148.26,2021-06-20
34855.77,2148.05,2021-06-20
34899.32,2155.0,2021-06-20
34940.45,2160.69,2021-06-20
34955.19,2167.09,2021-06-20
34860.7,2160.0,2021-06-20
34906.88,2167.0,2021-06-20
35003.36,2171.03,2021-06-20
35065.43,2169.99,2021-06-20
35116.7,2170.09,2021-06-20
35336.05,2182.44,2021-06-20
35505.68,2224.01,2021-06-20
35497.51,2230.83,2021-06-20
35439.99,2223.99,2021-06-20
35394.07,2216.81,2021-06-20
35502.82,2222.78,2021-06-20
35414.42,2217.79,2021-06-20
35603.94,2233.24,2021-06-20
35817.51,2246.73,2021-06-20
35777.74,2237.68,2021-06-20
35881.19,2242.01,2021-06-20
35935.01,2243.78,2021-06-20
35932.56,2245.81,2021-06-20
35815.4,2248.58,2021-06-20
35835.08,2252.5,2021-06-20
35792.75,2248.61,2021-06-20
35756.06,2250.95,2021-06-20
35822.37,2256.94,2021-06-20
35758.24,2257.15,2021-06-20
35604.75,2246.2,2021-06-20
35621.0,2248.32,2021-06-20
35657.9,2248.26,2021-06-20
35698.73,2254.13,2021-06-20
35729.48,2261.27,2021-06-20
35793.8,2269.51,2021-06-20
35690.0,2263.19,2021-06-20
35664.15,2263.06,2021-06-20
35579.53,2257.01,2021-06-20
35590.94,2258.14,2021-06-20
35542.52,2251.11,2021-06-20
35604.34,2257.02,2021-06-20
35557.88,2254.81,2021-06-20
35469.16,2248.0,2021-06-20
35587.79,2253.95,2021-06-20
35473.77,2246.05,2021-06-20
35509.16,2245.41,2021-06-20
35610.94,2252.04,2021-06-20
35701.73,2255.56,2021-06-20
35706.06,2259.37,2021-06-20
35652.31,2252.78,2021-06-20
35719.27,2255.47,2021-06-20
35650.1,2253.01,2021-06-20
35526.02,2242.22,2021-06-20
35554.37,2244.51,2021-06-20
35669.22,2251.43,2021-06-20
35663.86,2252.65,2021-06-20
35599.01,2246.49,2021-06-20
35600.0,2246.72,2021-06-20
35637.8,2247.82,2021-06-20
35502.33,2234.68,2021-06-20
35536.9,2238.06,2021-06-20
35668.85,2242.98,2021-06-20
35641.01,2240.35,2021-06-20
35600.16,2243.47,2021-06-20
35511.98,2245.64,2021-06-21
35404.74,2233.94,2021-06-21
35401.42,2229.82,2021-06-21
35264.97,2221.43,2021-06-21
35374.49,2230.4,2021-06-21
35352.52,2225.06,2021-06-21
35340.19,2222.36,2021-06-21
35400.46,2227.62,2021-06-21
35379.87,2222.62,2021-06-21
35439.95,2223.5,2021-06-21
35504.31,2230.0,2021-06-21
35575.15,2238.38,2021-06-21
35523.43,2236.02,2021-06-21
35454.17,2229.18,2021-06-21
35413.43,2223.9,2021-06-21
35333.97,2219.95,2021-06-21
35350.32,2214.53,2021-06-21
35368.62,2214.31,2021-06-21
35456.4,2219.46,2021-06-21
35286.33,2205.0,2021-06-21
35257.4,2205.75,2021-06-21
35275.45,2207.53,2021-06-21
35343.89,2212.73,2021-06-21
35290.86,2206.26,2021-06-21
35360.21,2213.25,2021-06-21
35410.32,2216.65,2021-06-21
35305.0,2209.28,2021-06-21
35299.37,2205.64,2021-06-21
35350.0,2207.54,2021-06-21
35219.98,2196.27,2021-06-21
35163.36,2190.99,2021-06-21
35104.73,2186.06,2021-06-21
34983.06,2182.38,2021-06-21
34966.21,2178.51,2021-06-21
35036.07,2185.4,2021-06-21
35141.67,2190.01,2021-06-21
35056.57,2183.53,2021-06-21
35008.98,2180.64,2021-06-21
35052.78,2183.05,2021-06-21
35063.44,2183.29,2021-06-21
35020.07,2179.1,2021-06-21
34997.23,2175.87,2021-06-21
34873.9,2171.35,2021-06-21
34831.07,2166.66,2021-06-21
34779.47,2169.41,2021-06-21
34678.56,2161.47,2021-06-21
34706.13,2162.16,2021-06-21
34649.63,2157.07,2021-06-21
34484.48,2143.14,2021-06-21
34305.89,2126.63,2021-06-21
34210.34,2117.09,2021-06-21
34191.68,2107.74,2021-06-21
34257.81,2109.04,2021-06-21
34162.92,2097.62,2021-06-21
34167.62,2094.25,2021-06-21
33934.86,2081.11,2021-06-21
34017.09,2091.02,2021-06-21
33972.03,2097.5,2021-06-21
34028.05,2105.58,2021-06-21
34243.89,2123.06,2021-06-21
34320.01,2122.91,2021-06-21
34214.31,2117.79,2021-06-21
33941.32,2099.06,2021-06-21
33924.57,2099.11,2021-06-21
33917.64,2095.4,2021-06-21
34059.86,2104.41,2021-06-21
34029.15,2105.43,2021-06-21
34180.96,2117.51,2021-06-21
34262.58,2120.97,2021-06-21
34393.66,2124.89,2021-06-21
34446.93,2129.96,2021-06-21
34445.35,2130.01,2021-06-21
34468.01,2130.75,2021-06-21
34563.13,2144.85,2021-06-21
34494.77,2140.26,2021-06-21
34328.73,2125.33,2021-06-21
34245.57,2115.91,2021-06-21
33293.41,2065.61,2021-06-21
32991.99,2032.85,2021-06-21
32977.83,2027.19,2021-06-21
32461.67,1984.23,2021-06-21
32600.0,2006.28,2021-06-21
32892.19,2022.01,2021-06-21
32776.44,2015.03,2021-06-21
33128.52,2044.38,2021-06-21
32934.02,2026.26,2021-06-21
