BTCUSDT,ETHUSDT
31402.0,1876.29
31392.96,1873.12
31312.49,1868.32
31338.62,1870.52
31418.12,1877.15
31438.01,1882.63
31494.6,1888.36
31461.49,1884.69
31432.22,1881.82
31377.46,1877.13
31332.94,1872.92
31263.95,1869.93
31254.01,1871.81
31250.3,1869.44
31264.96,1870.35
31224.99,1867.36
31216.05,1867.55
31207.06,1865.4
31212.06,1867.79
31245.11,1870.26
31235.37,1868.17
31212.0,1867.58
31208.67,1867.75
31222.42,1869.81
31223.21,1870.59
31273.43,1874.62
31244.97,1870.89
31254.37,1869.81
31267.14,1871.81
31266.07,1872.24
31250.01,1871.44
31319.86,1877.84
31277.18,1875.97
31299.0,1877.95
31297.31,1879.03
31307.0,1878.52
31321.28,1879.76
31340.47,1882.04
31323.86,1881.63
31400.0,1885.99
31364.81,1884.57
31356.02,1883.95
31376.23,1884.69
31385.81,1884.86
31389.73,1884.99
31380.69,1884.19
31359.99,1882.72
31363.99,1882.68
31342.25,1881.5
31347.18,1883.02
31425.38,1887.92
31409.18,1887.99
31414.92,1887.86
31506.57,1891.86
31536.37,1894.24
31525.94,1892.29
31572.54,1895.12
31590.97,1896.97
31594.59,1898.73
31636.52,1899.47
31575.72,1895.44
31552.03,1894.12
31529.78,1891.99
31554.45,1892.85
31538.9,1891.38
31520.38,1890.14
31515.22,1888.78
31517.69,1888.22
31537.0,1889.99
31518.17,1888.88
31497.3,1887.09
31472.09,1884.82
31482.52,1886.05
31473.88,1885.41
31507.14,1887.65
31480.89,1885.21
31468.18,1884.17
31460.74,1883.17
31462.79,1883.38
31482.22,1884.63
31456.84,1883.51
31461.75,1883.8
31462.87,1884.14
31465.28,1886.53
31467.07,1886.0
31483.18,1888.33
31508.16,1891.5
31544.22,1893.49
31543.61,1893.3
31499.68,1890.06
31428.0,1886.82
31448.64,1887.3
31453.8,1888.93
31462.7,1889.01
31412.5,1884.44
31418.87,1885.2
31409.92,1884.62
31425.59,1886.23
31394.02,1882.49
31396.46,1881.41
31365.01,1878.35
31314.97,1875.86
31325.26,1877.0
31300.06,1876.0
31296.68,1875.39
31332.26,1878.6
31349.98,1879.38
31368.55,1880.31
31352.25,1878.2
31371.91,1879.64
31373.38,1877.68
31361.89,1877.31
31355.59,1877.28
31346.64,1874.01
31356.06,1873.77
31327.15,1870.22
31328.53,1869.67
31345.69,1871.81
31393.67,1874.25
31386.53,1873.7
31338.9,1870.09
31323.02,1867.21
31336.57,1867.33
31337.92,1868.26
31338.55,1867.7
31291.79,1863.89
31279.99,1862.59
31279.01,1862.71
31299.98,1863.15
31321.52,1864.17
31301.45,1862.45
31288.95,1861.73
31275.37,1859.68
31271.28,1863.4
31319.08,1866.07
31349.54,1864.79
31334.12,1863.89
31316.92,1862.34
31373.11,1867.06
31341.74,1865.05
31357.0,1866.42
31289.09,1862.35
31273.99,1860.7
31258.69,1859.64
31301.39,1863.11
31267.07,1859.8
31278.01,1861.45
31275.81,1861.29
31277.72,1859.94
31275.93,1860.65
31352.28,1864.27
31406.34,1867.36
31381.08,1864.63
31402.7,1867.37
31399.97,1867.02
31371.72,1865.01
31369.97,1865.02
31376.0,1865.89
31383.19,1868.57
31411.34,1870.43
31400.49,1869.48
31389.36,1867.89
31427.06,1870.48
31459.0,1871.42
31454.91,1871.85
31449.2,1872.92
31431.0,1870.27
31411.0,1868.65
31397.38,1866.78
31395.23,1867.33
31320.02,1864.94
31296.28,1862.19
31293.95,1862.26
31286.33,1861.56
31317.98,1864.11
31340.93,1865.85
31333.61,1865.59
31354.49,1866.7
31349.54,1867.02
31336.08,1865.93
31299.63,1862.0
31307.59,1863.45
31290.65,1862.09
31312.0,1862.98
31359.4,1867.79
31375.0,1869.47
31378.47,1869.59
31361.28,1867.73
31379.99,1868.34
31391.61,1868.99
31318.38,1864.14
31336.25,1863.3
31355.89,1864.51
31332.11,1862.69
31345.86,1863.85
31427.45,1869.58
31427.44,1870.51
31437.95,1872.1
31447.8,1873.01
31444.56,1872.91
31448.73,1874.34
31438.27,1872.55
31429.73,1872.39
31415.13,1871.22
31425.7,1872.0
31405.62,1870.76
31425.94,1871.56
31436.27,1872.17
31446.25,1873.06
31474.49,1875.82
31427.97,1871.28
31420.99,1871.99
31430.7,1873.13
31404.17,1871.67
31403.62,1872.09
31386.72,1871.23
31404.64,1872.45
31375.56,1871.12
31365.75,1870.99
31375.21,1872.33
31378.5,1874.32
31357.48,1872.76
31367.5,1872.95
31367.39,1872.86
31376.16,1873.39
31329.78,1870.82
31307.29,1867.44
31306.0,1865.87
31329.9,1866.67
31326.96,1867.7
31350.53,1870.76
31337.9,1869.43
31338.97,1869.26
31303.0,1866.32
31289.96,1866.0
31296.2,1867.73
31285.45,1867.04
31295.57,1867.21
31290.0,1866.32
31306.56,1867.0
31347.38,1870.79
31335.89,1870.79
31297.29,1869.1
31263.92,1867.38
31265.47,1866.6
31231.88,1863.83
31211.59,1863.08
31235.57,1864.39
31217.87,1862.73
31212.59,1863.08
31227.03,1864.54
31224.62,1864.7
31247.09,1867.47
31239.73,1867.01
31228.66,1864.1
31270.12,1867.69
31258.44,1867.87
31271.5,1868.9
31288.74,1871.05
31267.81,1869.66
31283.4,1870.81
31278.48,1870.5
31253.75,1868.94
31237.51,1866.96
31231.32,1867.78
31225.77,1867.03
31262.6,1869.88
31274.31,1869.45
31254.06,1868.91
31275.2,1870.71
31299.01,1872.86
31318.82,1875.98
31296.83,1874.37
31318.22,1874.87
31320.67,1874.84
31309.17,1874.14
31335.38,1876.47
31346.21,1876.77
31339.93,1877.13
31359.16,1879.61
31332.79,1878.26
31331.11,1877.77
31350.64,1879.1
31370.0,1880.25
31356.76,1878.92
31325.16,1876.48
31320.7,1875.91
31312.99,1876.19
31325.33,1876.5
31320.0,1875.98
31345.37,1878.96
31360.96,1879.83
31389.3,1881.46
31415.34,1883.0
31402.71,1883.41
31391.68,1880.59
31387.58,1879.8
31391.01,1880.11
31383.94,1878.98
31387.84,1879.42
31392.14,1880.14
31399.46,1879.46
31399.46,1878.81
31432.26,1880.83
31408.72,1879.2
31407.82,1878.95
31406.97,1878.66
31403.2,1878.41
31405.36,1878.63
31408.03,1879.5
31387.12,1877.66
31386.99,1878.91
31389.72,1879.42
31395.62,1879.4
31408.05,1882.58
31419.06,1882.05
31443.63,1885.88
31478.51,1887.37
31465.72,1886.01
31470.69,1887.21
31456.71,1886.52
31492.35,1887.29
31481.3,1885.72
31487.62,1885.87
31495.8,1886.0
31512.16,1885.99
31525.72,1887.76
31489.24,1886.33
31519.18,1887.62
31518.75,1886.97
31496.04,1885.37
31507.01,1885.85
31507.6,1886.16
31509.87,1887.7
31518.36,1889.93
31495.01,1888.58
31478.37,1887.15
31480.48,1887.03
31474.83,1885.91
31492.05,1885.99
31479.21,1884.38
31457.72,1883.52
31480.45,1884.89
31485.86,1884.35
31466.76,1883.39
31453.3,1881.54
31438.0,1880.71
31441.52,1881.23
31439.74,1881.39
31441.19,1881.65
31445.42,1882.82
31430.42,1883.03
31446.53,1883.82
31435.0,1882.92
31439.3,1883.43
31476.55,1886.33
31465.25,1884.65
31460.11,1885.04
31462.84,1884.61
31486.95,1885.97
31512.86,1887.73
31470.49,1885.87
31451.92,1884.27
31441.58,1883.0
31439.12,1882.5
31459.99,1884.96
31470.69,1885.56
31483.76,1887.63
31505.68,1889.7
31520.09,1891.33
31496.5,1888.18
31497.02,1886.96
31517.17,1888.58
31502.01,1888.24
31549.84,1891.17
31506.05,1887.42
31498.76,1886.84
31486.62,1885.68
31490.45,1886.76
