BTCUSDT,ETHUSDT
44109.99,3120.87
44034.58,3116.57
44009.2,3113.9
44079.84,3116.72
44091.3,3118.6
44111.64,3121.51
44119.64,3121.24
44092.03,3118.63
44100.61,3119.59
44124.48,3121.92
44123.23,3122.91
44125.64,3120.85
44062.57,3115.76
44090.79,3117.33
44115.17,3117.75
44117.99,3118.71
44154.74,3123.22
44177.68,3124.39
44163.25,3125.77
44160.17,3123.65
44182.37,3125.53
44185.93,3124.72
44147.99,3120.95
44174.98,3122.31
44173.05,3122.64
44126.62,3119.43
44064.25,3113.65
44008.82,3108.69
44007.08,3106.93
44016.59,3109.03
44016.63,3110.66
44000.01,3108.59
44030.02,3111.22
44001.62,3109.64
44011.81,3110.1
44004.25,3109.2
44016.02,3109.23
43980.91,3107.21
43995.05,3107.71
44027.3,3109.62
44101.6,3115.21
44115.76,3115.49
44194.31,3120.8
44232.03,3121.72
44257.75,3124.43
44164.81,3119.97
44200.54,3122.33
44205.63,3123.9
44205.48,3124.3
44219.01,3128.14
44260.0,3128.42
44318.75,3131.06
44271.89,3128.64
44278.62,3128.6
44243.56,3125.4
44188.9,3122.72
44193.39,3123.62
44234.63,3127.54
44244.05,3128.02
44243.99,3129.08
44195.96,3125.89
44183.57,3124.87
44173.84,3125.6
44169.67,3126.44
44142.36,3125.59
44189.21,3129.68
44189.76,3129.68
44174.46,3130.0
44120.29,3125.46
44127.15,3127.01
44134.83,3127.0
44141.31,3126.96
44141.03,3128.34
44154.98,3128.67
44115.31,3125.77
44087.18,3124.02
44076.84,3120.83
44061.01,3118.67
44053.99,3119.11
44012.86,3117.34
44034.75,3119.1
44052.7,3119.88
44033.87,3116.99
44033.8,3117.56
44041.67,3116.51
44065.28,3118.56
44049.61,3118.13
44064.04,3118.47
44081.04,3120.27
44050.19,3118.15
44076.81,3119.87
44085.05,3120.43
44122.98,3123.64
44135.6,3123.66
44076.0,3120.25
44028.22,3117.8
43934.64,3108.48
44015.93,3113.08
44010.13,3111.94
44074.35,3114.14
44110.14,3118.0
44095.07,3117.78
44122.48,3119.55
44042.16,3111.47
44033.49,3110.65
44005.96,3108.22
44006.16,3108.28
43956.45,3105.0
43938.72,3104.68
43951.83,3106.29
43950.77,3107.37
43942.98,3104.82
43952.06,3105.8
43920.87,3104.86
43910.07,3102.45
43929.36,3103.65
43883.37,3103.03
43863.91,3102.68
43833.51,3099.81
43861.21,3101.71
43895.29,3103.8
43888.84,3105.26
43831.22,3102.25
43789.18,3098.85
43770.44,3097.77
43740.0,3096.58
43671.33,3087.98
43653.56,3086.0
43609.2,3084.98
43598.94,3079.46
43526.04,3076.27
43502.86,3075.19
43456.38,3071.97
43408.76,3070.27
43361.39,3068.93
43444.71,3075.0
43404.95,3074.1
43378.02,3072.52
43375.05,3070.36
43367.7,3069.99
43393.63,3075.54
43331.87,3071.84
43313.02,3069.53
43294.55,3067.52
43307.42,3069.01
43320.12,3069.56
43331.41,3069.93
43354.15,3073.38
43360.0,3073.68
43307.14,3068.8
43297.66,3067.68
43288.11,3068.17
43279.62,3067.66
43276.34,3068.32
43162.51,3063.17
43210.63,3064.68
43185.0,3063.65
43262.39,3069.68
43257.11,3069.71
43227.98,3066.57
43253.26,3068.69
43254.54,3069.04
43255.71,3068.57
43251.62,3068.08
43212.36,3066.31
43258.94,3069.44
43285.0,3073.12
43244.7,3071.22
43248.1,3071.81
43255.56,3071.74
43280.75,3073.95
43279.75,3073.92
43288.4,3073.66
43276.61,3073.62
43317.98,3075.01
43305.02,3076.17
43314.96,3076.04
43340.89,3077.43
43331.08,3075.06
43340.22,3075.59
43341.02,3076.42
43355.0,3078.13
43395.61,3080.0
43407.71,3082.17
43414.24,3083.0
43404.44,3081.87
43411.97,3082.77
43394.81,3080.3
43320.0,3074.98
43305.14,3074.15
43307.87,3073.84
43298.39,3072.68
43282.27,3069.91
43284.38,3071.03
43302.23,3073.71
43315.49,3075.27
43352.31,3077.54
43352.5,3076.59
43363.6,3078.57
43375.88,3079.31
43375.98,3078.78
43352.13,3076.18
43354.21,3077.48
43372.92,3076.7
43406.03,3079.02
43403.47,3078.41
43422.14,3078.21
43429.17,3078.13
43438.73,3079.68
43422.35,3079.32
43472.11,3084.3
43438.53,3080.5
43482.18,3082.39
43453.38,3078.86
43409.52,3077.76
43409.51,3077.24
43371.4,3073.71
43371.3,3073.06
43410.99,3077.05
43414.47,3078.16
43417.94,3077.61
43426.66,3077.61
43423.68,3078.55
43412.47,3077.46
43380.13,3074.49
43377.86,3074.82
43380.86,3074.77
43403.78,3075.91
43386.75,3074.43
43389.22,3075.9
43404.97,3078.82
43383.07,3077.6
43368.36,3077.48
43300.0,3073.46
43334.97,3076.35
43338.53,3076.64
43312.32,3074.1
43322.0,3075.11
43337.54,3076.15
43343.28,3076.52
43360.0,3077.84
43353.12,3076.95
43323.18,3075.5
43369.71,3079.49
43413.35,3083.86
43443.9,3086.25
43454.9,3086.53
43435.33,3085.92
43436.13,3086.1
43471.58,3089.09
