BTCUSDT,ETHUSDT
41718.74,3092.31
41672.1,3088.48
41707.22,3092.68
41722.77,3093.62
41672.19,3087.26
41650.69,3086.84
41663.01,3087.56
41712.28,3092.24
41691.13,3092.85
41727.03,3095.03
41762.57,3101.53
41756.0,3104.9
41765.82,3108.08
41787.73,3109.7
41751.51,3103.7
41744.22,3101.63
41769.03,3102.97
41779.98,3107.54
41796.02,3111.12
41813.75,3111.87
41824.09,3113.46
41832.96,3113.0
41848.27,3114.29
41832.7,3113.05
41832.11,3111.04
41860.5,3115.92
41835.65,3113.98
41800.03,3111.26
41768.32,3108.61
41771.35,3109.91
41781.0,3111.06
41795.27,3112.61
41792.41,3112.1
41816.19,3115.15
41852.33,3120.92
41853.0,3120.87
41841.6,3118.51
41826.29,3116.43
41802.56,3114.75
41797.62,3114.56
41792.27,3113.95
41773.02,3110.58
41781.67,3112.05
41773.91,3111.19
41790.65,3113.05
41746.48,3109.68
41772.99,3112.12
41757.04,3110.54
41777.13,3113.32
41784.8,3114.68
41769.61,3113.65
41737.31,3107.61
41738.92,3106.17
41786.52,3109.33
41825.18,3116.19
41828.52,3117.85
41830.99,3117.33
41809.64,3113.29
41824.37,3112.88
41828.24,3112.69
41823.01,3112.21
41816.96,3111.64
41820.36,3111.14
41848.56,3114.23
41836.73,3111.91
41771.3,3106.04
41814.21,3110.22
41851.99,3115.44
41862.8,3118.59
41871.25,3118.61
41852.83,3115.22
41832.54,3112.47
41831.05,3111.76
41806.42,3109.67
41796.16,3108.48
41767.59,3103.82
41779.79,3105.57
41813.89,3108.47
41801.01,3108.05
41783.09,3106.47
41805.57,3108.85
41799.64,3106.8
41752.54,3101.7
41742.64,3100.79
41716.01,3100.17
41699.54,3098.84
41692.0,3098.9
41687.03,3098.31
41694.69,3098.48
41699.99,3098.07
41672.62,3096.03
41660.43,3095.17
41691.58,3097.43
41685.75,3095.64
41685.33,3096.38
41693.22,3095.54
41686.7,3095.14
41711.43,3098.82
41722.92,3100.0
41729.42,3100.51
41693.53,3097.85
41718.48,3100.14
41768.42,3107.21
41780.65,3108.36
41779.0,3109.45
41800.0,3110.37
41795.04,3107.99
41772.63,3106.94
41742.01,3103.54
41737.22,3103.5
41746.21,3104.02
41775.09,3109.23
41792.48,3111.32
41791.47,3111.66
41787.93,3110.35
41790.01,3110.45
41752.38,3108.48
41754.38,3109.18
41759.0,3110.53
41769.99,3113.19
41788.76,3117.32
41812.81,3120.37
41850.0,3124.37
41846.02,3122.11
41892.11,3124.99
41865.34,3124.17
41887.68,3124.74
41927.7,3125.97
41920.46,3126.34
41897.17,3122.88
41935.3,3124.09
41923.36,3122.98
41935.74,3123.28
41940.9,3122.86
41920.01,3121.24
41888.12,3117.83
41849.78,3114.38
41860.97,3114.86
41864.97,3117.71
41856.59,3116.98
41867.78,3118.34
41851.13,3114.5
41879.34,3117.05
41878.55,3117.36
41910.61,3120.14
41923.79,3122.7
41918.78,3120.0
41930.1,3120.3
41950.01,3121.73
41947.05,3122.96
41923.72,3120.05
41971.02,3122.96
41991.37,3127.14
42023.34,3128.19
42030.3,3127.5
42045.47,3128.7
42051.22,3127.87
42046.01,3127.63
42053.0,3128.08
42059.58,3127.97
42029.95,3126.27
42030.16,3127.48
42019.43,3126.69
41999.77,3125.0
42002.53,3125.82
41973.94,3124.08
41990.34,3125.1
41994.0,3123.82
42002.39,3124.73
41992.01,3122.9
42017.04,3125.93
42025.79,3126.91
42047.59,3127.75
42035.18,3127.06
41999.27,3124.41
42001.34,3124.52
41971.39,3122.99
41981.99,3122.71
41991.18,3123.23
41983.27,3122.72
42005.11,3123.06
42008.69,3122.62
