BTCUSDT,ETHUSDT
38432.84,2685.79
38595.71,2702.86
38497.68,2696.31
38343.26,2685.52
38413.81,2692.01
38439.57,2693.5
38392.59,2688.96
38325.87,2684.26
38306.87,2683.7
38325.0,2687.54
38338.23,2689.52
38342.36,2689.05
38325.78,2692.9
38366.93,2698.75
38373.96,2698.85
38329.6,2697.69
38318.3,2694.72
38305.21,2699.34
38283.17,2698.83
38317.85,2698.92
38283.37,2693.37
38188.64,2681.71
38210.74,2682.94
38238.19,2684.54
38241.37,2686.49
38243.72,2686.94
38294.99,2689.92
38340.39,2694.74
38369.55,2694.8
38365.57,2696.62
38440.45,2700.05
38489.61,2704.39
38452.0,2701.9
38440.83,2704.82
38426.31,2709.08
38480.9,2715.08
38402.95,2710.96
38503.77,2733.38
38543.86,2740.89
38513.99,2733.67
38563.82,2738.93
38510.58,2735.26
38472.14,2736.32
38469.98,2737.45
38510.13,2744.5
38545.84,2751.42
38581.48,2751.28
38596.82,2751.62
38576.45,2756.06
38610.77,2755.97
38600.0,2754.56
38548.23,2745.16
38571.53,2746.06
38540.71,2743.06
38497.95,2739.6
38533.37,2742.48
38548.5,2739.3
38523.58,2739.41
38550.77,2740.14
38556.82,2743.97
38571.63,2748.76
38486.05,2742.63
38545.99,2750.52
38535.46,2745.26
38528.15,2741.75
38496.37,2734.87
38567.14,2741.8
38580.17,2744.27
38592.24,2743.38
38575.63,2738.85
38545.09,2739.46
38452.9,2732.85
38405.56,2730.93
38331.08,2723.04
38287.57,2721.63
38254.1,2723.99
38308.5,2729.66
38280.01,2730.19
38292.34,2731.57
38316.59,2736.34
38276.6,2733.58
38270.47,2730.95
38288.76,2732.54
38285.02,2733.23
38311.01,2740.69
38350.58,2743.6
38376.97,2743.82
38390.63,2742.62
38447.99,2745.59
38413.18,2740.56
38403.87,2738.0
38439.48,2740.79
38385.63,2734.61
38403.42,2734.71
38414.37,2735.25
38440.77,2736.69
38480.49,2743.64
38534.1,2746.26
38544.01,2746.63
38518.96,2744.33
38540.31,2744.9
38569.99,2744.39
38523.01,2742.7
38492.77,2742.24
38505.0,2745.69
38516.62,2752.5
38575.77,2759.36
38597.53,2765.65
38998.65,2789.51
39023.99,2792.15
38944.27,2785.54
38891.89,2779.66
38649.35,2770.1
38476.52,2759.53
38400.0,2751.7
38440.51,2749.24
38301.89,2740.3
38327.29,2743.68
38274.1,2738.17
38256.12,2735.4
38228.0,2730.68
38319.39,2743.02
38251.44,2738.39
38119.95,2726.66
38126.56,2732.86
38152.04,2732.79
38218.04,2739.73
38235.0,2740.01
38230.59,2738.25
38233.88,2738.05
38210.32,2732.46
38253.57,2735.96
38241.74,2733.2
38260.0,2739.49
38294.9,2740.88
38314.99,2750.12
38436.37,2757.12
38388.08,2753.79
38354.95,2751.46
38381.63,2754.35
38330.95,2747.58
38390.37,2751.17
38379.18,2749.21
38425.06,2761.32
38412.83,2757.33
38449.99,2764.83
38470.98,2768.43
38467.25,2769.66
38550.54,2779.68
38584.66,2781.24
38684.0,2787.21
38732.38,2782.63
38669.1,2776.66
38580.47,2770.6
38618.22,2772.79
38650.0,2781.23
38646.4,2780.38
38651.33,2778.82
38625.08,2782.32
38713.55,2788.54
38714.26,2789.74
38648.6,2782.55
38525.13,2772.53
38598.41,2778.06
38813.21,2791.23
38774.83,2782.53
38876.78,2791.57
38872.21,2791.61
38944.21,2801.98
38938.8,2803.43
38926.56,2802.14
38890.76,2797.44
38959.27,2803.4
38903.71,2800.67
38986.57,2801.15
38734.27,2780.9
38570.58,2766.94
38551.23,2773.14
38393.7,2762.31
38509.46,2771.45
38264.16,2741.93
38326.24,2741.95
38420.83,2751.46
38309.98,2745.01
38481.34,2761.88
38413.44,2752.28
38400.0,2748.04
38386.07,2743.87
38334.29,2744.81
38390.65,2753.08
38493.65,2761.5
38630.33,2768.54
38648.99,2771.22
38853.33,2783.93
38983.17,2786.2
38914.04,2785.63
38789.14,2771.35
38883.81,2780.64
38985.92,2791.31
38922.0,2787.33
38866.91,2781.98
38999.99,2792.46
39007.65,2795.49
39110.89,2801.99
39068.08,2803.35
39025.64,2795.04
38949.9,2789.5
38943.77,2791.64
38940.42,2790.73
38809.03,2778.01
38655.35,2765.85
38750.0,2773.03
38767.39,2774.01
38751.72,2772.51
38796.33,2778.97
38867.24,2782.01
38791.51,2775.82
38767.95,2776.31
38814.4,2780.51
38780.01,2776.28
38756.65,2777.39
38841.99,2790.57
38863.18,2792.99
38820.95,2788.81
38809.06,2786.85
38740.0,2780.65
38735.6,2779.45
38533.15,2768.32
38566.54,2773.51
38512.53,2765.56
38515.78,2766.5
38429.53,2764.01
38408.51,2755.16
38459.01,2762.1
38473.18,2765.01
38419.5,2764.35
38383.31,2763.85
38401.94,2760.89
38380.36,2757.54
38378.09,2751.02
38482.71,2764.63
38471.01,2768.87
38550.0,2772.95
38484.82,2763.62
38589.72,2771.08
38540.71,2765.11
38615.02,2770.0
38563.63,2766.16
38664.45,2779.56
38705.32,2782.64
38713.45,2782.53
38512.08,2770.08
38635.69,2776.6
38660.51,2779.29
38619.92,2777.42
38669.01,2784.75
38754.97,2790.51
38767.56,2790.81
38722.0,2786.82
38734.2,2787.45
38729.2,2786.44
38686.17,2782.11
38770.54,2781.98
38785.53,2796.58
38817.42,2800.08
38805.69,2797.13
38779.58,2795.88
38752.03,2789.65
38793.86,2793.5
38731.0,2787.25
38666.79,2784.42
38633.76,2779.96
38637.12,2784.69
38661.01,2782.38
38635.76,2779.78
38697.55,2788.05
38666.58,2783.14
38633.42,2779.36
38621.14,2778.21
38699.99,2788.36
38815.49,2800.82
38780.05,2797.22
38848.01,2798.77
38787.63,2792.8
38759.13,2791.96
38822.3,2801.18
38751.12,2794.09
38694.59,2787.23
