BTCUSDT,ETHUSDT
40110.96,2761.23
40075.92,2758.21
40055.67,2754.86
40034.5,2751.26
40005.06,2748.37
39928.01,2740.13
39928.76,2737.55
39880.18,2730.93
39922.2,2734.53
39924.61,2735.0
39906.05,2733.04
39924.54,2731.45
39913.53,2728.8
39855.79,2713.67
39868.89,2715.12
39853.55,2713.93
39899.42,2719.2
39916.11,2724.77
39929.32,2725.45
39920.72,2723.34
39994.99,2740.52
39990.6,2742.02
39994.47,2741.58
39997.17,2739.26
39997.07,2739.12
39992.67,2737.42
39993.19,2735.81
40003.56,2739.48
39984.43,2738.37
39974.63,2736.92
39946.27,2731.05
39908.57,2727.39
39920.99,2726.62
39954.74,2729.77
39927.09,2724.63
39839.17,2711.99
39864.73,2717.42
39875.79,2713.48
39869.74,2713.87
39868.74,2715.39
39829.74,2710.01
39818.01,2706.33
39765.38,2704.9
39844.99,2715.47
39780.15,2710.17
39785.55,2713.22
39751.88,2710.51
39794.59,2713.12
39780.65,2710.12
39738.05,2706.93
39779.99,2709.49
39796.03,2712.95
39756.38,2706.34
39722.44,2703.97
39661.09,2689.56
39603.22,2685.4
39621.09,2688.01
39620.82,2691.55
39594.97,2689.83
39550.65,2685.73
39578.94,2687.05
39597.01,2688.19
39663.15,2693.4
39645.86,2692.27
39585.55,2684.72
39580.51,2681.99
39540.09,2679.01
39578.86,2681.99
39550.0,2676.69
39493.46,2672.04
39334.03,2657.01
39349.91,2656.79
39344.1,2659.74
39288.83,2654.36
39013.49,2635.94
38992.82,2637.56
38957.81,2633.69
38990.01,2635.11
38937.84,2628.09
38762.99,2630.6
38837.41,2637.53
38850.0,2638.91
38774.98,2635.03
38794.82,2636.36
38841.47,2645.23
38724.93,2634.0
38758.14,2637.9
38698.69,2636.76
38681.42,2641.03
38751.04,2646.3
38804.36,2652.87
38789.15,2650.17
38687.1,2642.33
38720.52,2647.24
38795.48,2653.27
38796.64,2654.17
38764.96,2647.52
38765.01,2646.31
38717.85,2643.13
38684.57,2642.97
38405.76,2632.12
38378.98,2629.64
38420.53,2632.39
38264.29,2620.1
38198.21,2611.23
38211.91,2608.5
38277.97,2616.97
38166.84,2606.48
38094.11,2605.72
38260.0,2623.12
38333.83,2627.56
38340.68,2629.1
38206.48,2617.76
38147.3,2612.21
38132.14,2617.73
38225.63,2629.42
38231.21,2629.35
38243.7,2629.04
38214.29,2627.63
38185.42,2622.35
38262.82,2630.51
38300.04,2631.46
38266.08,2628.94
38282.58,2634.76
38323.27,2641.24
38336.68,2638.63
38360.93,2640.25
38364.59,2635.68
38300.02,2629.85
38243.42,2624.45
38190.33,2615.41
38193.02,2614.18
38161.58,2613.15
38203.0,2618.63
38200.0,2620.28
38216.03,2621.72
38246.94,2623.63
38201.71,2619.34
38198.44,2621.29
38209.31,2621.55
38251.91,2626.32
38336.16,2639.29
38332.02,2637.45
38343.99,2643.0
38325.89,2641.36
38320.0,2637.2
38424.0,2647.28
38567.76,2657.87
38462.71,2652.08
38324.41,2640.22
38279.31,2634.15
38307.61,2636.8
38360.01,2639.71
38318.92,2634.24
38205.99,2624.97
38213.07,2625.0
38226.32,2627.15
38218.78,2626.62
38204.27,2625.19
38231.93,2630.61
38250.0,2630.24
38234.78,2629.98
38196.31,2629.01
38248.54,2634.75
38290.99,2638.05
38258.74,2633.95
38266.9,2634.68
38204.92,2629.26
38244.05,2636.11
38214.73,2631.23
38186.14,2622.88
38087.54,2610.3
38200.29,2623.15
38186.0,2626.82
38127.06,2618.14
38180.01,2625.0
38184.95,2623.59
38114.79,2615.49
38172.94,2621.97
38196.97,2625.36
38255.96,2631.86
38237.56,2633.69
38215.77,2632.02
38213.73,2629.1
38271.47,2636.01
38237.89,2630.64
38260.38,2639.62
38316.0,2645.46
38314.15,2643.58
38324.13,2645.36
38403.13,2659.27
38335.04,2652.36
38365.02,2655.32
38400.34,2659.05
38491.78,2671.82
38495.23,2670.87
38455.53,2662.55
38422.39,2656.94
38340.15,2650.77
38284.47,2638.48
38263.05,2634.46
38324.31,2642.49
38293.89,2642.11
38271.61,2644.48
38320.0,2649.78
38362.88,2653.59
38356.38,2656.73
38364.49,2656.7
38358.39,2655.4
38271.97,2644.58
38261.4,2642.32
38263.04,2639.77
38278.67,2649.29
38322.23,2651.75
38293.86,2648.92
38279.31,2646.12
38234.57,2646.14
38233.35,2645.64
38374.33,2659.22
38337.68,2655.25
38308.74,2652.48
38308.09,2652.34
38390.26,2665.32
38376.12,2664.48
38373.63,2662.53
38442.09,2667.2
38414.35,2663.69
38441.26,2662.33
38410.09,2658.01
38389.99,2654.58
38388.44,2655.52
38360.58,2649.04
38386.94,2650.41
38399.38,2650.95
38402.99,2648.8
38389.52,2648.75
38378.0,2646.87
38425.49,2651.2
38401.59,2648.59
38397.22,2649.67
38342.52,2638.85
38286.03,2634.2
38307.86,2632.0
38299.99,2632.1
38283.99,2630.01
38273.93,2625.77
38302.17,2627.12
38317.24,2628.79
38353.64,2632.5
38348.31,2631.11
38309.19,2626.52
38317.72,2625.58
38316.29,2624.95
38243.69,2611.82
38186.31,2605.93
38160.44,2603.88
38144.09,2598.94
38091.03,2586.17
38142.05,2590.66
38116.92,2582.79
38119.52,2583.18
38176.21,2592.66
38200.79,2591.84
38240.07,2598.19
38310.91,2608.19
38356.19,2615.81
38287.86,2609.2
38339.24,2618.4
38296.39,2614.65
38311.34,2616.65
38310.0,2616.6
38314.99,2612.89
38325.99,2614.74
38412.02,2628.5
38724.7,2640.55
38816.16,2652.2
38680.54,2642.55
38772.06,2658.01
38712.89,2649.88
38629.49,2640.66
38552.94,2634.95
38597.51,2636.56
38738.94,2648.11
38695.86,2649.15
38609.4,2644.37
38463.72,2627.85
38387.43,2623.11
38386.89,2621.99
