BTCUSDT,ETHUSDT
41672.19,3087.26
41727.03,3095.03
41751.51,3103.7
41813.75,3111.87
41832.11,3111.04
41771.35,3109.91
41852.33,3120.92
41797.62,3114.56
41790.65,3113.05
41784.8,3114.68
41825.18,3116.19
41828.24,3112.69
41836.73,3111.91
41871.25,3118.61
41796.16,3108.48
41783.09,3106.47
41716.01,3100.17
41699.99,3098.07
41685.33,3096.38
41729.42,3100.51
41779.0,3109.45
41737.22,3103.5
41787.93,3110.35
41769.99,3113.19
41892.11,3124.99
41897.17,3122.88
41920.01,3121.24
41856.59,3116.98
41910.61,3120.14
41947.05,3122.96
42030.3,3127.5
42059.58,3127.97
42002.53,3125.82
41992.01,3122.9
41999.27,3124.41
41983.27,3122.72
42062.92,3128.22
41992.98,3125.15
41996.67,3123.74
41966.81,3121.12
41972.24,3122.86
41943.0,3119.25
41919.57,3119.0
41902.75,3118.59
41918.36,3121.12
41923.88,3125.2
41941.28,3126.79
41924.97,3125.14
41957.65,3131.8
41960.01,3132.78
41895.54,3127.58
41885.92,3123.87
41890.0,3126.65
41882.71,3126.58
41901.06,3125.93
41935.05,3131.04
41881.08,3124.62
41880.94,3123.45
41906.49,3125.65
41884.17,3124.04
41914.35,3127.71
41923.15,3128.46
41874.64,3124.18
41910.07,3126.43
41799.54,3115.27
41797.39,3115.43
41862.7,3123.76
41852.01,3121.81
41844.01,3121.68
41818.47,3118.55
41860.13,3125.47
41879.2,3128.26
41922.78,3131.52
41979.98,3142.01
41949.99,3140.33
41960.0,3138.88
41986.25,3140.71
42041.57,3144.46
42013.49,3143.09
42026.53,3142.06
42036.96,3145.31
42001.51,3143.81
42004.86,3143.66
42009.07,3144.79
41986.86,3138.57
41998.54,3140.61
42006.72,3141.57
41944.61,3135.99
41953.35,3137.32
41973.7,3139.27
41959.02,3136.81
42009.49,3144.11
42085.82,3147.99
42065.42,3145.81
42041.46,3141.65
42058.31,3138.91
41980.01,3134.03
42015.71,3138.06
41969.31,3134.99
41906.73,3127.76
41934.5,3128.23
41921.26,3127.47
41944.59,3129.01
41933.2,3126.63
41893.9,3124.88
41886.71,3125.21
41930.45,3127.71
41966.58,3130.43
41905.92,3125.01
41850.34,3121.24
41863.82,3122.1
41842.06,3120.41
41877.71,3125.79
41905.07,3126.83
41926.52,3127.71
42000.0,3133.81
42053.83,3140.61
42032.38,3139.18
42037.76,3143.63
42053.53,3144.2
42070.34,3146.68
42081.82,3144.68
42080.01,3140.8
42099.99,3146.26
42122.51,3144.01
42101.99,3142.23
42053.54,3140.75
42061.22,3142.08
42046.32,3141.08
42025.17,3138.99
42070.47,3138.02
42105.29,3139.47
42179.49,3147.29
42204.99,3152.01
42166.81,3147.42
42165.01,3147.92
42089.99,3143.19
42084.23,3142.99
42111.05,3145.46
42082.43,3140.27
42109.61,3143.85
42089.71,3143.05
42080.01,3141.58
42129.44,3151.86
41964.59,3139.17
41984.9,3139.7
42026.36,3141.58
41966.02,3134.1
41972.01,3132.5
41989.19,3136.2
41958.21,3131.07
41951.92,3132.07
41980.21,3133.15
41932.78,3128.08
42007.91,3133.82
42033.76,3136.01
42054.75,3140.55
42042.53,3139.08
42039.68,3139.01
42007.34,3136.32
41985.98,3133.73
42037.41,3140.31
42345.48,3165.05
42365.35,3166.9
42409.32,3172.44
42464.82,3180.4
42417.83,3180.5
42375.14,3181.79
42432.15,3187.62
42451.57,3189.74
42491.51,3192.74
42455.79,3191.85
42467.26,3194.41
42401.6,3190.6
42769.93,3207.91
42723.94,3205.39
42737.87,3208.41
42807.91,3209.94
42939.47,3218.81
42969.66,3220.03
43146.82,3229.43
43353.8,3255.68
43164.85,3245.44
43084.16,3241.18
43187.61,3251.13
43278.16,3251.7
43235.02,3247.78
43188.04,3244.45
43184.29,3251.41
43176.04,3248.33
43300.0,3256.34
43308.69,3261.42
43437.58,3267.46
43297.69,3255.27
43229.16,3249.04
43206.67,3250.0
43188.42,3245.97
43294.32,3251.83
43290.01,3247.85
43296.94,3251.01
43203.5,3240.38
43202.15,3240.36
