BTCUSDT,ETHUSDT
35590.47,2169.02
35344.11,2160.26
35468.13,2167.57
35287.03,2157.48
35248.0,2154.0
35214.36,2149.74
35303.83,2155.13
35330.79,2158.35
35316.76,2155.69
35362.16,2163.69
35384.01,2165.77
35383.66,2168.58
35582.59,2179.61
35560.85,2180.0
35542.63,2177.9
35609.08,2181.5
35739.41,2187.0
35660.01,2182.22
35661.81,2179.34
35712.3,2185.27
35725.76,2184.54
35692.33,2181.66
35613.89,2179.34
35636.58,2182.15
35555.29,2178.2
35478.62,2171.92
35492.19,2170.0
35378.56,2163.29
35424.1,2168.61
35315.58,2159.67
35405.67,2162.59
35408.55,2163.04
35330.02,2158.6
35408.85,2164.07
35582.98,2179.53
35597.46,2178.87
35470.92,2172.76
35708.44,2190.02
35638.07,2185.1
35562.89,2181.9
35589.93,2184.32
35650.0,2187.78
35582.78,2183.67
35575.78,2184.7
35669.22,2187.96
35633.03,2188.62
35615.24,2187.78
35527.24,2183.38
35499.61,2183.89
35629.49,2195.61
35595.15,2193.75
35704.13,2205.08
35628.41,2200.27
35651.78,2203.01
35720.0,2205.66
35767.95,2206.87
35770.86,2206.13
35761.69,2205.94
35815.88,2207.25
35801.46,2206.67
35789.29,2204.8
35842.65,2208.43
35813.39,2204.95
35874.96,2208.57
35840.71,2213.13
35753.13,2206.01
35749.69,2204.21
35837.49,2218.71
35771.56,2215.0
35735.75,2210.95
35742.88,2212.53
35724.54,2212.66
35672.87,2209.01
35619.44,2203.99
35655.0,2207.83
35564.87,2201.4
35575.32,2200.3
35620.98,2205.01
35618.3,2206.01
35694.57,2211.94
35645.05,2207.68
35560.01,2200.84
35518.17,2199.4
35508.22,2198.58
35527.16,2198.5
35464.16,2196.55
35439.3,2196.72
35464.83,2198.81
35390.58,2192.71
35404.41,2192.84
35498.11,2197.8
35429.55,2189.93
35420.09,2187.44
35581.39,2196.98
35603.46,2199.42
35637.71,2203.97
35565.68,2198.55
35662.02,2208.64
35600.48,2206.26
35568.76,2201.71
35457.47,2194.35
35493.95,2193.0
