BTCUSDT,ETHUSDT
64786.01,4617.99
64635.94,4604.71
64586.3,4600.96
64344.44,4587.83
64371.66,4591.77
64665.53,4602.96
64502.28,4590.19
64472.0,4592.41
64417.46,4587.84
64694.98,4615.9
64970.24,4624.67
64941.3,4626.68
65008.52,4628.18
64938.56,4627.98
64686.77,4613.19
64693.96,4614.21
64621.21,4609.99
64464.26,4600.93
64420.55,4596.31
64582.69,4605.48
64568.98,4603.74
64630.32,4604.35
64773.7,4610.05
64739.9,4615.69
64474.33,4595.33
64418.79,4588.21
64347.96,4585.36
64431.89,4593.74
64472.06,4596.16
64261.01,4586.38
64332.94,4592.94
64200.02,4585.22
64259.63,4591.66
64479.97,4609.61
64454.7,4609.19
64521.98,4615.01
64500.01,4612.05
64450.25,4606.02
64541.82,4611.96
64690.11,4629.33
64689.62,4635.4
64658.0,4636.73
64716.77,4633.82
64585.37,4628.49
64586.67,4628.41
64636.33,4631.1
64745.44,4636.54
64746.18,4636.68
64683.67,4633.66
64709.16,4633.22
64536.4,4630.89
64492.7,4630.36
64473.76,4632.35
64467.34,4629.1
64474.92,4625.57
64561.56,4632.03
64457.88,4627.02
64559.63,4632.67
64715.67,4640.01
64608.24,4633.97
64695.03,4639.68
64723.01,4642.64
64806.59,4649.31
64815.82,4652.82
64777.45,4651.76
64851.2,4657.25
64736.48,4649.16
64636.46,4646.42
64606.16,4645.45
64597.17,4648.72
64649.23,4653.22
64677.77,4656.01
64683.28,4658.79
64701.38,4655.99
64737.21,4658.34
64581.83,4646.97
64537.69,4643.84
64666.25,4653.97
64882.41,4668.39
64934.94,4672.3
64826.54,4667.28
64871.93,4673.69
64711.76,4663.18
64819.72,4669.24
64808.49,4669.99
64908.5,4676.3
64902.5,4677.13
65021.69,4683.99
65067.79,4683.28
65036.12,4679.96
65142.86,4684.0
65269.97,4690.54
65198.0,4686.9
65323.49,4695.35
65298.59,4694.32
65228.4,4691.34
65193.26,4693.55
65092.46,4678.06
64896.77,4672.0
64993.46,4683.46
64759.25,4663.89
64678.95,4658.85
64621.02,4657.39
64650.53,4661.2
64750.64,4671.36
64934.98,4682.67
65138.27,4700.78
65365.58,4720.13
65312.97,4717.11
65301.31,4713.66
65162.07,4713.13
65193.15,4717.01
65373.54,4727.49
65599.99,4741.39
65432.65,4732.13
65415.51,4730.38
65339.41,4725.21
65402.06,4729.78
65468.0,4736.53
65378.0,4727.98
65264.8,4721.63
65344.61,4720.45
65255.08,4717.61
65284.15,4716.98
65276.53,4716.59
65192.71,4707.08
65209.63,4707.64
65261.52,4708.53
65336.25,4716.99
65189.56,4705.39
65240.05,4704.95
65242.67,4706.39
65124.34,4695.75
65155.25,4703.4
65147.93,4707.34
65124.04,4707.29
65290.0,4717.95
65251.65,4713.29
65309.9,4720.0
65160.0,4708.49
64984.14,4696.6
65090.36,4708.21
65142.1,4712.75
65255.88,4721.95
65139.01,4719.4
64921.82,4697.46
64748.99,4686.58
64891.12,4694.48
64886.74,4697.1
64875.39,4692.03
64733.4,4680.47
64826.31,4691.58
64853.56,4696.8
64784.16,4698.93
64850.12,4704.28
64998.06,4715.48
64891.34,4707.07
64866.75,4709.71
64769.61,4697.64
64886.47,4705.65
64865.24,4703.23
64940.66,4717.03
64760.78,4705.69
64756.01,4707.98
64826.3,4712.96
64766.09,4703.59
65000.25,4712.09
64747.73,4703.01
64830.11,4701.05
64663.03,4691.7
64485.68,4684.18
64580.03,4692.69
64716.84,4700.01
64650.0,4693.5
64869.26,4709.49
65089.67,4747.48
65292.42,4742.5
65384.48,4747.23
65329.98,4740.87
65150.19,4735.31
64991.07,4723.55
65209.49,4740.38
65290.02,4754.98
65138.56,4739.51
65030.5,4731.36
64878.89,4722.01
64719.65,4709.03
64824.48,4727.87
64859.09,4724.37
64791.21,4718.35
64778.3,4720.78
64799.6,4719.81
64730.0,4715.25
64826.66,4724.49
64882.96,4733.67
64765.66,4726.9
64875.46,4743.91
64870.0,4750.41
65119.92,4775.54
65071.01,4766.97
64947.45,4757.43
65030.3,4764.54
65115.9,4770.04
65034.3,4767.31
65141.21,4770.47
65133.11,4761.61
65131.95,4760.54
64985.26,4751.64
65100.46,4763.99
65065.18,4749.14
64990.78,4744.44
65073.15,4753.61
65090.76,4760.86
65039.25,4758.39
64872.84,4745.88
64925.32,4751.8
64981.39,4757.27
64838.79,4750.57
64837.98,4754.44
64842.75,4756.23
64758.01,4752.4
64665.24,4736.46
64614.57,4728.91
64709.51,4725.71
64668.87,4721.62
64888.0,4731.86
64744.67,4730.0
64746.0,4728.02
64865.78,4742.85
65004.14,4751.3
65023.28,4755.94
64955.95,4748.42
64978.71,4746.99
64970.91,4750.52
65017.28,4755.13
64995.66,4751.43
65017.24,4750.46
65042.39,4744.69
65141.27,4750.61
65119.99,4758.98
65145.04,4766.72
65175.15,4762.03
65137.06,4762.13
65038.57,4749.11
65092.56,4752.17
65055.45,4744.88
65032.66,4743.0
64965.0,4736.89
64974.55,4739.04
65035.01,4747.06
64960.02,4740.76
64796.1,4731.09
64777.11,4735.37
64795.88,4739.58
64795.13,4736.89
64898.99,4744.64
65062.75,4749.99
64956.31,4741.81
64977.02,4737.78
64877.38,4732.59
64893.12,4736.12
64991.61,4742.66
64999.99,4744.31
65036.07,4743.76
64937.71,4732.57
64940.7,4739.65
64962.54,4740.62
65084.78,4754.63
65105.48,4756.2
65224.13,4751.74
65242.5,4748.29
65212.2,4747.9
65145.01,4747.23
65166.55,4750.36
65221.67,4750.74
65160.28,4750.34
65143.53,4749.58
65129.05,4746.91
65136.26,4740.59
65100.17,4737.67
65118.65,4735.92
65089.07,4733.25
64947.98,4719.54
64921.96,4716.55
64856.5,4716.08
64855.81,4723.89
64800.34,4720.82
64774.26,4719.0
